,no,date,time,kWh,dayOfTheWeek,isHoliday,dateName,season
3378,3378,20151006,430,151.2,화,1,NA,fall
3379,3379,20151006,445,151.2,화,1,NA,fall
3380,3380,20151006,500,151.92,화,1,NA,fall
3381,3381,20151006,515,153,화,1,NA,fall
3382,3382,20151006,530,164.88,화,1,NA,fall
3383,3383,20151006,545,167.04,화,1,NA,fall
3384,3384,20151006,600,172.44,화,1,NA,fall
3385,3385,20151006,615,181.08,화,1,NA,fall
3386,3386,20151006,630,192.24,화,1,NA,fall
3387,3387,20151006,645,187.92,화,1,NA,fall
3388,3388,20151006,700,188.28,화,1,NA,fall
3389,3389,20151006,715,183.96,화,1,NA,fall
3390,3390,20151006,730,192.96,화,1,NA,fall
3391,3391,20151006,745,205.56,화,1,NA,fall
3392,3392,20151006,800,206.28,화,1,NA,fall
3393,3393,20151006,815,219.24,화,1,NA,fall
3394,3394,20151006,830,225.72,화,1,NA,fall
3395,3395,20151006,845,237.96,화,1,NA,fall
3396,3396,20151006,900,257.4,화,1,NA,fall
3397,3397,20151006,915,257.4,화,1,NA,fall
3398,3398,20151006,930,257.04,화,1,NA,fall
3399,3399,20151006,945,0,화,1,NA,fall
3400,3400,20151006,1000,259.56,화,1,NA,fall
3401,3401,20151006,1015,271.8,화,1,NA,fall
3402,3402,20151006,1030,264.6,화,1,NA,fall
3403,3403,20151006,1045,268.56,화,1,NA,fall
3404,3404,20151006,1100,267.84,화,1,NA,fall
3405,3405,20151006,1115,258.84,화,1,NA,fall
3406,3406,20151006,1130,268.2,화,1,NA,fall
3407,3407,20151006,1145,269.28,화,1,NA,fall
3408,3408,20151006,1200,263.16,화,1,NA,fall
3409,3409,20151006,1215,257.4,화,1,NA,fall
3410,3410,20151006,1230,255.96,화,1,NA,fall
3411,3411,20151006,1245,259.92,화,1,NA,fall
3412,3412,20151006,1300,262.44,화,1,NA,fall
3413,3413,20151006,1315,275.04,화,1,NA,fall
3414,3414,20151006,1330,277.2,화,1,NA,fall
3415,3415,20151006,1345,281.88,화,1,NA,fall
3416,3416,20151006,1400,272.88,화,1,NA,fall
3417,3417,20151006,1415,267.84,화,1,NA,fall
3418,3418,20151006,1430,265.32,화,1,NA,fall
3419,3419,20151006,1445,263.16,화,1,NA,fall
3420,3420,20151006,1500,248.76,화,1,NA,fall
3421,3421,20151006,1515,248.04,화,1,NA,fall
3422,3422,20151006,1530,248.76,화,1,NA,fall
3423,3423,20151006,1545,250.2,화,1,NA,fall
3424,3424,20151006,1600,258.84,화,1,NA,fall
3425,3425,20151006,1615,263.88,화,1,NA,fall
3426,3426,20151006,1630,253.08,화,1,NA,fall
3427,3427,20151006,1645,255.96,화,1,NA,fall
3428,3428,20151006,1700,258.84,화,1,NA,fall
3429,3429,20151006,1715,248.4,화,1,NA,fall
3430,3430,20151006,1730,253.44,화,1,NA,fall
3431,3431,20151006,1745,258.12,화,1,NA,fall
3432,3432,20151006,1800,258.12,화,1,NA,fall
3433,3433,20151006,1815,263.16,화,1,NA,fall
3434,3434,20151006,1830,277.56,화,1,NA,fall
3435,3435,20151006,1845,280.8,화,1,NA,fall
3436,3436,20151006,1900,277.92,화,1,NA,fall
3437,3437,20151006,1915,280.08,화,1,NA,fall
3438,3438,20151006,1930,286.56,화,1,NA,fall
3439,3439,20151006,1945,289.08,화,1,NA,fall
3440,3440,20151006,2000,282.6,화,1,NA,fall
3441,3441,20151006,2015,280.08,화,1,NA,fall
3442,3442,20151006,2030,280.08,화,1,NA,fall
3443,3443,20151006,2045,286.92,화,1,NA,fall
3444,3444,20151006,2100,287.28,화,1,NA,fall
3445,3445,20151006,2115,276.12,화,1,NA,fall
3446,3446,20151006,2130,276.48,화,1,NA,fall
3447,3447,20151006,2145,274.68,화,1,NA,fall
3448,3448,20151006,2200,266.4,화,1,NA,fall
3449,3449,20151006,2215,241.56,화,1,NA,fall
3450,3450,20151006,2230,224.64,화,1,NA,fall
3451,3451,20151006,2245,228.96,화,1,NA,fall
