,no,date,time,kWh,dayOfTheWeek,isHoliday,dateName,season
81319,81319,20171226,145,252.72,화,1,NA,winter
81320,81320,20171226,200,278.64,화,1,NA,winter
81321,81321,20171226,215,303.12,화,1,NA,winter
81322,81322,20171226,230,299.88,화,1,NA,winter
81323,81323,20171226,245,280.08,화,1,NA,winter
81324,81324,20171226,300,274.68,화,1,NA,winter
81325,81325,20171226,315,268.56,화,1,NA,winter
81326,81326,20171226,330,264.96,화,1,NA,winter
81327,81327,20171226,345,266.76,화,1,NA,winter
81328,81328,20171226,400,250.56,화,1,NA,winter
81329,81329,20171226,415,243.36,화,1,NA,winter
81330,81330,20171226,430,242.28,화,1,NA,winter
81331,81331,20171226,445,248.4,화,1,NA,winter
81332,81332,20171226,500,266.4,화,1,NA,winter
81333,81333,20171226,515,270.36,화,1,NA,winter
81334,81334,20171226,530,293.4,화,1,NA,winter
81335,81335,20171226,545,294.12,화,1,NA,winter
81336,81336,20171226,600,290.16,화,1,NA,winter
81337,81337,20171226,615,286.2,화,1,NA,winter
81338,81338,20171226,630,309.24,화,1,NA,winter
81339,81339,20171226,645,335.16,화,1,NA,winter
81340,81340,20171226,700,325.08,화,1,NA,winter
81341,81341,20171226,715,340.2,화,1,NA,winter
81342,81342,20171226,730,349.92,화,1,NA,winter
81343,81343,20171226,745,348.12,화,1,NA,winter
81344,81344,20171226,800,347.76,화,1,NA,winter
81345,81345,20171226,815,352.8,화,1,NA,winter
81346,81346,20171226,830,385.2,화,1,NA,winter
81347,81347,20171226,845,392.04,화,1,NA,winter
81348,81348,20171226,900,394.56,화,1,NA,winter
81349,81349,20171226,915,377.28,화,1,NA,winter
81350,81350,20171226,930,377.64,화,1,NA,winter
81351,81351,20171226,945,390.6,화,1,NA,winter
81352,81352,20171226,1000,423.72,화,1,NA,winter
81353,81353,20171226,1015,407.52,화,1,NA,winter
81354,81354,20171226,1030,405,화,1,NA,winter
81355,81355,20171226,1045,411.48,화,1,NA,winter
81356,81356,20171226,1100,411.84,화,1,NA,winter
81357,81357,20171226,1115,432.36,화,1,NA,winter
81358,81358,20171226,1130,424.08,화,1,NA,winter
81359,81359,20171226,1145,417.24,화,1,NA,winter
81360,81360,20171226,1200,417.6,화,1,NA,winter
81361,81361,20171226,1215,404.64,화,1,NA,winter
81362,81362,20171226,1230,402.84,화,1,NA,winter
81363,81363,20171226,1245,403.2,화,1,NA,winter
81364,81364,20171226,1300,397.44,화,1,NA,winter
81365,81365,20171226,1315,411.84,화,1,NA,winter
81366,81366,20171226,1330,403.56,화,1,NA,winter
81367,81367,20171226,1345,392.4,화,1,NA,winter
81368,81368,20171226,1400,393.48,화,1,NA,winter
81369,81369,20171226,1415,389.16,화,1,NA,winter
81370,81370,20171226,1430,395.64,화,1,NA,winter
81371,81371,20171226,1445,390.24,화,1,NA,winter
81372,81372,20171226,1500,388.44,화,1,NA,winter
81373,81373,20171226,1515,411.84,화,1,NA,winter
81374,81374,20171226,1530,401.04,화,1,NA,winter
81375,81375,20171226,1545,396.72,화,1,NA,winter
81376,81376,20171226,1600,384.12,화,1,NA,winter
81377,81377,20171226,1615,389.52,화,1,NA,winter
81378,81378,20171226,1630,386.28,화,1,NA,winter
81379,81379,20171226,1645,394.56,화,1,NA,winter
81380,81380,20171226,1700,385.92,화,1,NA,winter
81381,81381,20171226,1715,381.6,화,1,NA,winter
81382,81382,20171226,1730,387,화,1,NA,winter
81383,81383,20171226,1745,389.52,화,1,NA,winter
81384,81384,20171226,1800,405.36,화,1,NA,winter
81385,81385,20171226,1815,370.44,화,1,NA,winter
81386,81386,20171226,1830,356.76,화,1,NA,winter
81387,81387,20171226,1845,348.84,화,1,NA,winter
81388,81388,20171226,1900,345.6,화,1,NA,winter
81389,81389,20171226,1915,354.24,화,1,NA,winter
81390,81390,20171226,1930,377.28,화,1,NA,winter
81391,81391,20171226,1945,394.56,화,1,NA,winter
81392,81392,20171226,2000,378.72,화,1,NA,winter
81393,81393,20171226,2015,360.72,화,1,NA,winter
81394,81394,20171226,2030,347.04,화,1,NA,winter
81395,81395,20171226,2045,334.08,화,1,NA,winter
81396,81396,20171226,2100,360,화,1,NA,winter
81397,81397,20171226,2115,367.2,화,1,NA,winter
81398,81398,20171226,2130,361.44,화,1,NA,winter
81399,81399,20171226,2145,338.76,화,1,NA,winter
81400,81400,20171226,2200,339.48,화,1,NA,winter
81401,81401,20171226,2215,344.16,화,1,NA,winter
81402,81402,20171226,2230,339.12,화,1,NA,winter
81403,81403,20171226,2245,313.92,화,1,NA,winter
81404,81404,20171226,2300,300.6,화,1,NA,winter
81405,81405,20171226,2315,295.56,화,1,NA,winter
81406,81406,20171226,2330,307.8,화,1,NA,winter
81407,81407,20171226,2345,312.84,화,1,NA,winter
81408,81408,20171226,2400,317.52,화,1,NA,winter
81409,81409,20171227,15,313.2,수,1,NA,winter
81410,81410,20171227,30,320.4,수,1,NA,winter
81411,81411,20171227,45,313.92,수,1,NA,winter
81412,81412,20171227,100,303.48,수,1,NA,winter
81413,81413,20171227,115,300.6,수,1,NA,winter
81414,81414,20171227,130,300.24,수,1,NA,winter
81415,81415,20171227,145,291.96,수,1,NA,winter
81416,81416,20171227,200,287.28,수,1,NA,winter
81417,81417,20171227,215,267.48,수,1,NA,winter
81418,81418,20171227,230,265.32,수,1,NA,winter
81419,81419,20171227,245,276.84,수,1,NA,winter
81420,81420,20171227,300,285.84,수,1,NA,winter
81421,81421,20171227,315,287.28,수,1,NA,winter
81422,81422,20171227,330,285.12,수,1,NA,winter
81423,81423,20171227,345,272.52,수,1,NA,winter
81424,81424,20171227,400,271.44,수,1,NA,winter
81425,81425,20171227,415,261.36,수,1,NA,winter
81426,81426,20171227,430,270.72,수,1,NA,winter
81427,81427,20171227,445,256.68,수,1,NA,winter
81428,81428,20171227,500,279.36,수,1,NA,winter
81429,81429,20171227,515,286.56,수,1,NA,winter
81430,81430,20171227,530,296.28,수,1,NA,winter
81431,81431,20171227,545,291.24,수,1,NA,winter
81432,81432,20171227,600,292.32,수,1,NA,winter
81433,81433,20171227,615,305.28,수,1,NA,winter
81434,81434,20171227,630,311.76,수,1,NA,winter
81435,81435,20171227,645,313.92,수,1,NA,winter
81436,81436,20171227,700,325.44,수,1,NA,winter
81437,81437,20171227,715,329.4,수,1,NA,winter
81438,81438,20171227,730,330.84,수,1,NA,winter
81439,81439,20171227,745,343.8,수,1,NA,winter
81440,81440,20171227,800,348.84,수,1,NA,winter
81441,81441,20171227,815,336.24,수,1,NA,winter
81442,81442,20171227,830,358.56,수,1,NA,winter
81443,81443,20171227,845,389.16,수,1,NA,winter
81444,81444,20171227,900,393.84,수,1,NA,winter
81445,81445,20171227,915,393.84,수,1,NA,winter
81446,81446,20171227,930,398.52,수,1,NA,winter
81447,81447,20171227,945,394.2,수,1,NA,winter
81448,81448,20171227,1000,403.56,수,1,NA,winter
81449,81449,20171227,1015,410.4,수,1,NA,winter
81450,81450,20171227,1030,412.2,수,1,NA,winter
81451,81451,20171227,1045,430.2,수,1,NA,winter
81452,81452,20171227,1100,421.56,수,1,NA,winter
81453,81453,20171227,1115,413.28,수,1,NA,winter
81454,81454,20171227,1130,431.64,수,1,NA,winter
81455,81455,20171227,1145,444.6,수,1,NA,winter
81456,81456,20171227,1200,428.76,수,1,NA,winter
81457,81457,20171227,1215,410.4,수,1,NA,winter
81458,81458,20171227,1230,412.92,수,1,NA,winter
81459,81459,20171227,1245,421.92,수,1,NA,winter
81460,81460,20171227,1300,404.28,수,1,NA,winter
81461,81461,20171227,1315,407.52,수,1,NA,winter
81462,81462,20171227,1330,404.28,수,1,NA,winter
81463,81463,20171227,1345,402.84,수,1,NA,winter
81464,81464,20171227,1400,402.84,수,1,NA,winter
81465,81465,20171227,1415,420.84,수,1,NA,winter
81466,81466,20171227,1430,433.08,수,1,NA,winter
81467,81467,20171227,1445,430.2,수,1,NA,winter
81468,81468,20171227,1500,428.76,수,1,NA,winter
81469,81469,20171227,1515,424.44,수,1,NA,winter
81470,81470,20171227,1530,420.48,수,1,NA,winter
81471,81471,20171227,1545,386.64,수,1,NA,winter
81472,81472,20171227,1600,379.44,수,1,NA,winter
81473,81473,20171227,1615,415.44,수,1,NA,winter
81474,81474,20171227,1630,425.16,수,1,NA,winter
81475,81475,20171227,1645,414.72,수,1,NA,winter
81476,81476,20171227,1700,397.44,수,1,NA,winter
81477,81477,20171227,1715,397.44,수,1,NA,winter
81478,81478,20171227,1730,416.88,수,1,NA,winter
81479,81479,20171227,1745,402.12,수,1,NA,winter
81480,81480,20171227,1800,396.72,수,1,NA,winter
81481,81481,20171227,1815,392.4,수,1,NA,winter
81482,81482,20171227,1830,378.72,수,1,NA,winter
81483,81483,20171227,1845,370.44,수,1,NA,winter
81484,81484,20171227,1900,392.76,수,1,NA,winter
81485,81485,20171227,1915,393.84,수,1,NA,winter
81486,81486,20171227,1930,360.72,수,1,NA,winter
81487,81487,20171227,1945,351.36,수,1,NA,winter
81488,81488,20171227,2000,368.64,수,1,NA,winter
81489,81489,20171227,2015,376.2,수,1,NA,winter
81490,81490,20171227,2030,370.44,수,1,NA,winter
81491,81491,20171227,2045,371.88,수,1,NA,winter
81492,81492,20171227,2100,354.24,수,1,NA,winter
81493,81493,20171227,2115,387.72,수,1,NA,winter
81494,81494,20171227,2130,388.44,수,1,NA,winter
81495,81495,20171227,2145,379.44,수,1,NA,winter
81496,81496,20171227,2200,374.4,수,1,NA,winter
81497,81497,20171227,2215,363.6,수,1,NA,winter
81498,81498,20171227,2230,354.6,수,1,NA,winter
81499,81499,20171227,2245,352.8,수,1,NA,winter
81500,81500,20171227,2300,347.76,수,1,NA,winter
81501,81501,20171227,2315,348.84,수,1,NA,winter
81502,81502,20171227,2330,342.72,수,1,NA,winter
81503,81503,20171227,2345,338.76,수,1,NA,winter
81504,81504,20171227,2400,338.04,수,1,NA,winter
81505,81505,20171228,15,334.8,목,1,NA,winter
81506,81506,20171228,30,328.68,목,1,NA,winter
81507,81507,20171228,45,334.08,목,1,NA,winter
81508,81508,20171228,100,326.16,목,1,NA,winter
81509,81509,20171228,115,326.88,목,1,NA,winter
81510,81510,20171228,130,323.28,목,1,NA,winter
81511,81511,20171228,145,313.2,목,1,NA,winter
81512,81512,20171228,200,313.56,목,1,NA,winter
81513,81513,20171228,215,315.36,목,1,NA,winter
81514,81514,20171228,230,311.04,목,1,NA,winter
81515,81515,20171228,245,312.12,목,1,NA,winter
81516,81516,20171228,300,306.36,목,1,NA,winter
81517,81517,20171228,315,298.44,목,1,NA,winter
81518,81518,20171228,330,285.48,목,1,NA,winter
81519,81519,20171228,345,278.64,목,1,NA,winter
81520,81520,20171228,400,279.36,목,1,NA,winter
81521,81521,20171228,415,287.28,목,1,NA,winter
81522,81522,20171228,430,294.48,목,1,NA,winter
81523,81523,20171228,445,297.72,목,1,NA,winter
81524,81524,20171228,500,286.92,목,1,NA,winter
81525,81525,20171228,515,271.08,목,1,NA,winter
81526,81526,20171228,530,281.52,목,1,NA,winter
81527,81527,20171228,545,293.76,목,1,NA,winter
81528,81528,20171228,600,313.56,목,1,NA,winter
81529,81529,20171228,615,325.44,목,1,NA,winter
81530,81530,20171228,630,329.76,목,1,NA,winter
81531,81531,20171228,645,327.24,목,1,NA,winter
81532,81532,20171228,700,330.84,목,1,NA,winter
81533,81533,20171228,715,344.16,목,1,NA,winter
81534,81534,20171228,730,350.28,목,1,NA,winter
81535,81535,20171228,745,354.6,목,1,NA,winter
81536,81536,20171228,800,386.64,목,1,NA,winter
81537,81537,20171228,815,394.56,목,1,NA,winter
81538,81538,20171228,830,396,목,1,NA,winter
81539,81539,20171228,845,414.36,목,1,NA,winter
81540,81540,20171228,900,404.64,목,1,NA,winter
81541,81541,20171228,915,394.56,목,1,NA,winter
81542,81542,20171228,930,396,목,1,NA,winter
81543,81543,20171228,945,401.04,목,1,NA,winter
81544,81544,20171228,1000,420.84,목,1,NA,winter
81545,81545,20171228,1015,420.12,목,1,NA,winter
81546,81546,20171228,1030,424.8,목,1,NA,winter
81547,81547,20171228,1045,428.4,목,1,NA,winter
81548,81548,20171228,1100,431.28,목,1,NA,winter
81549,81549,20171228,1115,416.52,목,1,NA,winter
81550,81550,20171228,1130,434.16,목,1,NA,winter
81551,81551,20171228,1145,435.6,목,1,NA,winter
81552,81552,20171228,1200,414.36,목,1,NA,winter
81553,81553,20171228,1215,405,목,1,NA,winter
81554,81554,20171228,1230,411.48,목,1,NA,winter
81555,81555,20171228,1245,403.56,목,1,NA,winter
81556,81556,20171228,1300,412.2,목,1,NA,winter
81557,81557,20171228,1315,424.44,목,1,NA,winter
81558,81558,20171228,1330,393.48,목,1,NA,winter
81559,81559,20171228,1345,391.32,목,1,NA,winter
81560,81560,20171228,1400,402.48,목,1,NA,winter
81561,81561,20171228,1415,407.88,목,1,NA,winter
81562,81562,20171228,1430,403.2,목,1,NA,winter
81563,81563,20171228,1445,444.6,목,1,NA,winter
81564,81564,20171228,1500,437.76,목,1,NA,winter
81565,81565,20171228,1515,419.4,목,1,NA,winter
81566,81566,20171228,1530,412.56,목,1,NA,winter
81567,81567,20171228,1545,407.52,목,1,NA,winter
81568,81568,20171228,1600,395.64,목,1,NA,winter
81569,81569,20171228,1615,394.2,목,1,NA,winter
81570,81570,20171228,1630,392.04,목,1,NA,winter
81571,81571,20171228,1645,390.96,목,1,NA,winter
81572,81572,20171228,1700,415.44,목,1,NA,winter
81573,81573,20171228,1715,423.72,목,1,NA,winter
81574,81574,20171228,1730,405.36,목,1,NA,winter
81575,81575,20171228,1745,388.08,목,1,NA,winter
81576,81576,20171228,1800,386.28,목,1,NA,winter
81577,81577,20171228,1815,367.92,목,1,NA,winter
81578,81578,20171228,1830,370.8,목,1,NA,winter
81579,81579,20171228,1845,375.84,목,1,NA,winter
81580,81580,20171228,1900,342.72,목,1,NA,winter
81581,81581,20171228,1915,327.96,목,1,NA,winter
81582,81582,20171228,1930,330.84,목,1,NA,winter
81583,81583,20171228,1945,325.44,목,1,NA,winter
81584,81584,20171228,2000,351,목,1,NA,winter
81585,81585,20171228,2015,363.24,목,1,NA,winter
81586,81586,20171228,2030,359.28,목,1,NA,winter
81587,81587,20171228,2045,352.44,목,1,NA,winter
81588,81588,20171228,2100,344.88,목,1,NA,winter
81589,81589,20171228,2115,335.52,목,1,NA,winter
81590,81590,20171228,2130,339.84,목,1,NA,winter
81591,81591,20171228,2145,355.32,목,1,NA,winter
81592,81592,20171228,2200,344.52,목,1,NA,winter
81593,81593,20171228,2215,327.6,목,1,NA,winter
81594,81594,20171228,2230,317.88,목,1,NA,winter
81595,81595,20171228,2245,312.12,목,1,NA,winter
81596,81596,20171228,2300,311.04,목,1,NA,winter
81597,81597,20171228,2315,290.88,목,1,NA,winter
81598,81598,20171228,2330,290.88,목,1,NA,winter
81599,81599,20171228,2345,305.28,목,1,NA,winter
81600,81600,20171228,2400,308.52,목,1,NA,winter
81601,81601,20171229,15,302.4,금,1,NA,winter
81602,81602,20171229,30,297.36,금,1,NA,winter
81603,81603,20171229,45,300.24,금,1,NA,winter
81604,81604,20171229,100,298.8,금,1,NA,winter
81605,81605,20171229,115,300.96,금,1,NA,winter
81606,81606,20171229,130,293.4,금,1,NA,winter
81607,81607,20171229,145,281.52,금,1,NA,winter
81608,81608,20171229,200,277.2,금,1,NA,winter
81609,81609,20171229,215,276.48,금,1,NA,winter
81610,81610,20171229,230,277.2,금,1,NA,winter
81611,81611,20171229,245,256.68,금,1,NA,winter
81612,81612,20171229,300,267.48,금,1,NA,winter
81613,81613,20171229,315,277.92,금,1,NA,winter
81614,81614,20171229,330,271.08,금,1,NA,winter
81615,81615,20171229,345,226.8,금,1,NA,winter
81616,81616,20171229,400,238.68,금,1,NA,winter
81617,81617,20171229,415,243.72,금,1,NA,winter
81618,81618,20171229,430,272.16,금,1,NA,winter
81619,81619,20171229,445,265.32,금,1,NA,winter
81620,81620,20171229,500,246.6,금,1,NA,winter
81621,81621,20171229,515,237.96,금,1,NA,winter
81622,81622,20171229,530,240.84,금,1,NA,winter
81623,81623,20171229,545,256.68,금,1,NA,winter
81624,81624,20171229,600,303.12,금,1,NA,winter
81625,81625,20171229,615,314.28,금,1,NA,winter
81626,81626,20171229,630,315,금,1,NA,winter
81627,81627,20171229,645,315,금,1,NA,winter
81628,81628,20171229,700,299.16,금,1,NA,winter
81629,81629,20171229,715,300.96,금,1,NA,winter
81630,81630,20171229,730,303.12,금,1,NA,winter
81631,81631,20171229,745,324.36,금,1,NA,winter
81632,81632,20171229,800,337.32,금,1,NA,winter
81633,81633,20171229,815,329.04,금,1,NA,winter
81634,81634,20171229,830,365.4,금,1,NA,winter
81635,81635,20171229,845,379.08,금,1,NA,winter
81636,81636,20171229,900,386.64,금,1,NA,winter
81637,81637,20171229,915,377.28,금,1,NA,winter
81638,81638,20171229,930,372.24,금,1,NA,winter
81639,81639,20171229,945,374.4,금,1,NA,winter
81640,81640,20171229,1000,370.8,금,1,NA,winter
81641,81641,20171229,1015,389.88,금,1,NA,winter
81642,81642,20171229,1030,395.28,금,1,NA,winter
81643,81643,20171229,1045,382.68,금,1,NA,winter
81644,81644,20171229,1100,372.6,금,1,NA,winter
81645,81645,20171229,1115,384.48,금,1,NA,winter
81646,81646,20171229,1130,414.72,금,1,NA,winter
81647,81647,20171229,1145,416.88,금,1,NA,winter
81648,81648,20171229,1200,396,금,1,NA,winter
81649,81649,20171229,1215,381.6,금,1,NA,winter
81650,81650,20171229,1230,389.52,금,1,NA,winter
81651,81651,20171229,1245,376.56,금,1,NA,winter
81652,81652,20171229,1300,358.56,금,1,NA,winter
81653,81653,20171229,1315,367.2,금,1,NA,winter
81654,81654,20171229,1330,380.88,금,1,NA,winter
81655,81655,20171229,1345,370.08,금,1,NA,winter
81656,81656,20171229,1400,372.6,금,1,NA,winter
81657,81657,20171229,1415,380.16,금,1,NA,winter
81658,81658,20171229,1430,384.12,금,1,NA,winter
81659,81659,20171229,1445,366.12,금,1,NA,winter
81660,81660,20171229,1500,381.96,금,1,NA,winter
81661,81661,20171229,1515,396.72,금,1,NA,winter
81662,81662,20171229,1530,381.96,금,1,NA,winter
81663,81663,20171229,1545,364.32,금,1,NA,winter
81664,81664,20171229,1600,365.4,금,1,NA,winter
81665,81665,20171229,1615,367.92,금,1,NA,winter
81666,81666,20171229,1630,375.84,금,1,NA,winter
81667,81667,20171229,1645,378,금,1,NA,winter
81668,81668,20171229,1700,366.84,금,1,NA,winter
81669,81669,20171229,1715,354.6,금,1,NA,winter
81670,81670,20171229,1730,369.72,금,1,NA,winter
81671,81671,20171229,1745,371.52,금,1,NA,winter
81672,81672,20171229,1800,374.76,금,1,NA,winter
81673,81673,20171229,1815,356.76,금,1,NA,winter
81674,81674,20171229,1830,356.76,금,1,NA,winter
81675,81675,20171229,1845,368.64,금,1,NA,winter
81676,81676,20171229,1900,335.88,금,1,NA,winter
81677,81677,20171229,1915,345.24,금,1,NA,winter
81678,81678,20171229,1930,331.2,금,1,NA,winter
81679,81679,20171229,1945,332.64,금,1,NA,winter
81680,81680,20171229,2000,332.64,금,1,NA,winter
81681,81681,20171229,2015,351.72,금,1,NA,winter
81682,81682,20171229,2030,325.8,금,1,NA,winter
81683,81683,20171229,2045,335.52,금,1,NA,winter
81684,81684,20171229,2100,339.48,금,1,NA,winter
81685,81685,20171229,2115,338.76,금,1,NA,winter
81686,81686,20171229,2130,356.04,금,1,NA,winter
81687,81687,20171229,2145,351.72,금,1,NA,winter
81688,81688,20171229,2200,341.28,금,1,NA,winter
81689,81689,20171229,2215,312.48,금,1,NA,winter
81690,81690,20171229,2230,311.4,금,1,NA,winter
81691,81691,20171229,2245,293.76,금,1,NA,winter
81692,81692,20171229,2300,283.32,금,1,NA,winter
81693,81693,20171229,2315,310.32,금,1,NA,winter
81694,81694,20171229,2330,304.92,금,1,NA,winter
81695,81695,20171229,2345,300.6,금,1,NA,winter
81696,81696,20171229,2400,294.84,금,1,NA,winter
81697,81697,20171230,15,301.32,토,1,NA,winter
81698,81698,20171230,30,302.04,토,1,NA,winter
81699,81699,20171230,45,307.44,토,1,NA,winter
81700,81700,20171230,100,309.24,토,1,NA,winter
81701,81701,20171230,115,308.16,토,1,NA,winter
81702,81702,20171230,130,301.32,토,1,NA,winter
81703,81703,20171230,145,298.44,토,1,NA,winter
81704,81704,20171230,200,297,토,1,NA,winter
81705,81705,20171230,215,293.4,토,1,NA,winter
81706,81706,20171230,230,281.52,토,1,NA,winter
81707,81707,20171230,245,257.4,토,1,NA,winter
81708,81708,20171230,300,267.48,토,1,NA,winter
81709,81709,20171230,315,274.68,토,1,NA,winter
81710,81710,20171230,330,281.52,토,1,NA,winter
81711,81711,20171230,345,278.64,토,1,NA,winter
81712,81712,20171230,400,277.92,토,1,NA,winter
81713,81713,20171230,415,256.32,토,1,NA,winter
81714,81714,20171230,430,263.88,토,1,NA,winter
81715,81715,20171230,445,248.4,토,1,NA,winter
81716,81716,20171230,500,246.24,토,1,NA,winter
81717,81717,20171230,515,258.84,토,1,NA,winter
81718,81718,20171230,530,286.2,토,1,NA,winter
81719,81719,20171230,545,285.12,토,1,NA,winter
81720,81720,20171230,600,278.64,토,1,NA,winter
81721,81721,20171230,615,283.32,토,1,NA,winter
81722,81722,20171230,630,280.44,토,1,NA,winter
81723,81723,20171230,645,300.24,토,1,NA,winter
81724,81724,20171230,700,315,토,1,NA,winter
81725,81725,20171230,715,300.96,토,1,NA,winter
81726,81726,20171230,730,308.16,토,1,NA,winter
81727,81727,20171230,745,322.2,토,1,NA,winter
81728,81728,20171230,800,339.12,토,1,NA,winter
81729,81729,20171230,815,343.08,토,1,NA,winter
81730,81730,20171230,830,334.8,토,1,NA,winter
81731,81731,20171230,845,340.92,토,1,NA,winter
81732,81732,20171230,900,336.96,토,1,NA,winter
81733,81733,20171230,915,337.68,토,1,NA,winter
81734,81734,20171230,930,331.92,토,1,NA,winter
81735,81735,20171230,945,323.28,토,1,NA,winter
81736,81736,20171230,1000,312.48,토,1,NA,winter
81737,81737,20171230,1015,315.72,토,1,NA,winter
81738,81738,20171230,1030,339.48,토,1,NA,winter
81739,81739,20171230,1045,348.48,토,1,NA,winter
81740,81740,20171230,1100,320.76,토,1,NA,winter
81741,81741,20171230,1115,304.2,토,1,NA,winter
81742,81742,20171230,1130,308.52,토,1,NA,winter
81743,81743,20171230,1145,308.16,토,1,NA,winter
81744,81744,20171230,1200,325.8,토,1,NA,winter
81745,81745,20171230,1215,342.72,토,1,NA,winter
81746,81746,20171230,1230,338.76,토,1,NA,winter
81747,81747,20171230,1245,320.76,토,1,NA,winter
81748,81748,20171230,1300,314.64,토,1,NA,winter
81749,81749,20171230,1315,283.32,토,1,NA,winter
81750,81750,20171230,1330,270.36,토,1,NA,winter
81751,81751,20171230,1345,277.2,토,1,NA,winter
81752,81752,20171230,1400,300.24,토,1,NA,winter
81753,81753,20171230,1415,295.56,토,1,NA,winter
81754,81754,20171230,1430,275.4,토,1,NA,winter
81755,81755,20171230,1445,262.8,토,1,NA,winter
81756,81756,20171230,1500,258.48,토,1,NA,winter
81757,81757,20171230,1515,270.72,토,1,NA,winter
81758,81758,20171230,1530,276.84,토,1,NA,winter
81759,81759,20171230,1545,260.28,토,1,NA,winter
81760,81760,20171230,1600,259.56,토,1,NA,winter
81761,81761,20171230,1615,263.52,토,1,NA,winter
81762,81762,20171230,1630,264.96,토,1,NA,winter
81763,81763,20171230,1645,284.76,토,1,NA,winter
81764,81764,20171230,1700,279,토,1,NA,winter
81765,81765,20171230,1715,256.32,토,1,NA,winter
81766,81766,20171230,1730,261,토,1,NA,winter
81767,81767,20171230,1745,278.64,토,1,NA,winter
81768,81768,20171230,1800,270,토,1,NA,winter
81769,81769,20171230,1815,286.92,토,1,NA,winter
81770,81770,20171230,1830,300.6,토,1,NA,winter
81771,81771,20171230,1845,280.08,토,1,NA,winter
81772,81772,20171230,1900,278.64,토,1,NA,winter
81773,81773,20171230,1915,299.52,토,1,NA,winter
81774,81774,20171230,1930,287.64,토,1,NA,winter
81775,81775,20171230,1945,266.4,토,1,NA,winter
81776,81776,20171230,2000,271.08,토,1,NA,winter
81777,81777,20171230,2015,288.36,토,1,NA,winter
81778,81778,20171230,2030,264.96,토,1,NA,winter
81779,81779,20171230,2045,277.56,토,1,NA,winter
81780,81780,20171230,2100,288,토,1,NA,winter
81781,81781,20171230,2115,268.56,토,1,NA,winter
81782,81782,20171230,2130,269.28,토,1,NA,winter
81783,81783,20171230,2145,266.04,토,1,NA,winter
81784,81784,20171230,2200,279.72,토,1,NA,winter
81785,81785,20171230,2215,290.88,토,1,NA,winter
81786,81786,20171230,2230,295.56,토,1,NA,winter
81787,81787,20171230,2245,286.92,토,1,NA,winter
81788,81788,20171230,2300,291.24,토,1,NA,winter
81789,81789,20171230,2315,282.24,토,1,NA,winter
81790,81790,20171230,2330,283.32,토,1,NA,winter
81791,81791,20171230,2345,294.84,토,1,NA,winter
81792,81792,20171230,2400,299.88,토,1,NA,winter
81793,81793,20171231,15,301.68,일,1,NA,winter
81794,81794,20171231,30,301.68,일,1,NA,winter
81795,81795,20171231,45,298.08,일,1,NA,winter
81796,81796,20171231,100,293.04,일,1,NA,winter
81797,81797,20171231,115,289.44,일,1,NA,winter
81798,81798,20171231,130,258.84,일,1,NA,winter
81799,81799,20171231,145,267.48,일,1,NA,winter
81800,81800,20171231,200,273.96,일,1,NA,winter
81801,81801,20171231,215,272.16,일,1,NA,winter
81802,81802,20171231,230,275.4,일,1,NA,winter
81803,81803,20171231,245,258.12,일,1,NA,winter
81804,81804,20171231,300,253.8,일,1,NA,winter
81805,81805,20171231,315,261.72,일,1,NA,winter
81806,81806,20171231,330,266.04,일,1,NA,winter
81807,81807,20171231,345,277.2,일,1,NA,winter
81808,81808,20171231,400,270.72,일,1,NA,winter
81809,81809,20171231,415,262.8,일,1,NA,winter
81810,81810,20171231,430,254.52,일,1,NA,winter
81811,81811,20171231,445,254.16,일,1,NA,winter
81812,81812,20171231,500,258.12,일,1,NA,winter
81813,81813,20171231,515,256.68,일,1,NA,winter
81814,81814,20171231,530,258.12,일,1,NA,winter
81815,81815,20171231,545,261.72,일,1,NA,winter
81816,81816,20171231,600,267.12,일,1,NA,winter
81817,81817,20171231,615,263.16,일,1,NA,winter
81818,81818,20171231,630,275.4,일,1,NA,winter
81819,81819,20171231,645,261,일,1,NA,winter
81820,81820,20171231,700,252.72,일,1,NA,winter
81821,81821,20171231,715,256.68,일,1,NA,winter
81822,81822,20171231,730,250.2,일,1,NA,winter
81823,81823,20171231,745,254.88,일,1,NA,winter
81824,81824,20171231,800,277.92,일,1,NA,winter
81825,81825,20171231,815,284.04,일,1,NA,winter
81826,81826,20171231,830,288.72,일,1,NA,winter
81827,81827,20171231,845,275.76,일,1,NA,winter
81828,81828,20171231,900,276.84,일,1,NA,winter
81829,81829,20171231,915,270,일,1,NA,winter
81830,81830,20171231,930,265.68,일,1,NA,winter
81831,81831,20171231,945,259.56,일,1,NA,winter
81832,81832,20171231,1000,270,일,1,NA,winter
81833,81833,20171231,1015,265.32,일,1,NA,winter
81834,81834,20171231,1030,265.68,일,1,NA,winter
81835,81835,20171231,1045,279.36,일,1,NA,winter
81836,81836,20171231,1100,292.68,일,1,NA,winter
81837,81837,20171231,1115,278.64,일,1,NA,winter
81838,81838,20171231,1130,285.84,일,1,NA,winter
81839,81839,20171231,1145,282.6,일,1,NA,winter
81840,81840,20171231,1200,285.84,일,1,NA,winter
81841,81841,20171231,1215,285.48,일,1,NA,winter
81842,81842,20171231,1230,277.56,일,1,NA,winter
81843,81843,20171231,1245,284.4,일,1,NA,winter
81844,81844,20171231,1300,284.04,일,1,NA,winter
81845,81845,20171231,1315,263.52,일,1,NA,winter
