"","No.","일자","시","사용량..kWh.","최대수요..kW.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"330",330,20150914,18,1434.24,1477.44,352.8,0,97.11,"월",1,NA,"fall"
"331",331,20150914,19,1321.92,1363.68,287.64,0,97.71,"월",1,NA,"fall"
"332",332,20150914,20,1274.76,1333.44,271.8,0,97.8,"월",1,NA,"fall"
"333",333,20150914,21,1245.24,1262.88,279,0,97.58,"월",1,NA,"fall"
"334",334,20150914,22,1238.04,1245.6,290.52,0,97.36,"월",1,NA,"fall"
"335",335,20150914,23,1067.4,1167.84,230.4,0,97.75,"월",1,NA,"fall"
"336",336,20150914,24,1009.08,1016.64,223.56,0,0,"월",1,NA,"fall"
"337",337,20150915,1,950.04,967.68,222.12,0,0,"화",1,NA,"fall"
"338",338,20150915,2,847.08,894.24,203.04,0,0,"화",1,NA,"fall"
"339",339,20150915,3,757.44,780.48,166.68,0,0,"화",1,NA,"fall"
"340",340,20150915,4,712.8,745.92,148.68,0,0,"화",1,NA,"fall"
"341",341,20150915,5,685.44,691.2,130.68,0,0,"화",1,NA,"fall"
"342",342,20150915,6,726.84,754.56,143.64,0,0,"화",1,NA,"fall"
"343",343,20150915,7,803.16,836.64,180.36,0,0,"화",1,NA,"fall"
"344",344,20150915,8,939.24,979.2,230.04,0,0,"화",1,NA,"fall"
"345",345,20150915,9,1252.08,1306.08,334.44,0,0,"화",1,NA,"fall"
"346",346,20150915,10,1237.68,1262.88,293.76,0,97.3,"화",1,NA,"fall"
"347",347,20150915,11,1273.32,1304.64,306.72,0,97.22,"화",1,NA,"fall"
"348",348,20150915,12,1320.12,1343.52,354.6,0,96.58,"화",1,NA,"fall"
"349",349,20150915,13,1365.12,1409.76,360.36,0,96.69,"화",1,NA,"fall"
"350",350,20150915,14,1469.88,1506.24,397.08,0,96.54,"화",1,NA,"fall"
"351",351,20150915,15,1443.6,1458.72,392.04,0,96.5,"화",1,NA,"fall"
"352",352,20150915,16,1357.2,1372.32,330.12,0,97.17,"화",1,NA,"fall"
"353",353,20150915,17,1396.08,1440,365.04,0,96.75,"화",1,NA,"fall"
"354",354,20150915,18,1363.32,1365.12,350.28,0,96.85,"화",1,NA,"fall"
"355",355,20150915,19,1250.28,1291.68,302.04,0,97.2,"화",1,NA,"fall"
"356",356,20150915,20,1333.44,1389.6,327.24,0,97.12,"화",1,NA,"fall"
"357",357,20150915,21,1308.24,1339.2,317.52,0,97.18,"화",1,NA,"fall"
"358",358,20150915,22,1234.8,1257.12,290.88,0,97.34,"화",1,NA,"fall"
"359",359,20150915,23,1052.64,1121.76,228.24,0,97.73,"화",1,NA,"fall"
"360",360,20150915,24,990,995.04,234.36,0,0,"화",1,NA,"fall"
"361",361,20150916,1,940.32,954.72,223.2,0,0,"수",1,NA,"fall"
"362",362,20150916,2,847.44,907.2,201.96,0,0,"수",1,NA,"fall"
"363",363,20150916,3,756,773.28,167.4,0,0,"수",1,NA,"fall"
"364",364,20150916,4,709.56,735.84,148.68,0,0,"수",1,NA,"fall"
"365",365,20150916,5,670.68,678.24,124.92,0,0,"수",1,NA,"fall"
"366",366,20150916,6,709.92,731.52,131.4,0,0,"수",1,NA,"fall"
"367",367,20150916,7,787.68,819.36,182.16,0,0,"수",1,NA,"fall"
"368",368,20150916,8,865.08,918.72,185.4,0,0,"수",1,NA,"fall"
"369",369,20150916,9,1183.68,1229.76,316.08,0,0,"수",1,NA,"fall"
"370",370,20150916,10,1220.76,1242.72,312.84,0,96.87,"수",1,NA,"fall"
"371",371,20150916,11,1296,1320.48,314.64,0,97.18,"수",1,NA,"fall"
"372",372,20150916,12,1377.72,1405.44,351,0,96.9,"수",1,NA,"fall"
"373",373,20150916,13,1356.48,1372.32,378.72,0,96.32,"수",1,NA,"fall"
"374",374,20150916,14,1357.56,1365.12,375.84,0,96.37,"수",1,NA,"fall"
"375",375,20150916,15,1289.88,1310.4,351,0,96.49,"수",1,NA,"fall"
"376",376,20150916,16,1229.04,1251.36,300.96,0,97.13,"수",1,NA,"fall"
"377",377,20150916,17,1252.44,1274.4,318.6,0,96.91,"수",1,NA,"fall"
"378",378,20150916,18,1202.04,1228.32,305.64,0,96.92,"수",1,NA,"fall"
"379",379,20150916,19,1099.44,1169.28,227.52,0,97.93,"수",1,NA,"fall"
"380",380,20150916,20,1186.2,1224,249.48,0,97.86,"수",1,NA,"fall"
"381",381,20150916,21,1147.32,1157.76,233.64,0,97.99,"수",1,NA,"fall"
"382",382,20150916,22,1078.2,1146.24,217.44,0,98.03,"수",1,NA,"fall"
"383",383,20150916,23,955.08,995.04,195.12,0,97.98,"수",1,NA,"fall"
"384",384,20150916,24,934.92,950.4,203.76,0,0,"수",1,NA,"fall"
"385",385,20150917,1,912.96,934.56,210.6,0,0,"목",1,NA,"fall"
"386",386,20150917,2,831.6,878.4,186.84,0,0,"목",1,NA,"fall"
"387",387,20150917,3,754.2,799.2,169.92,0,0,"목",1,NA,"fall"
"388",388,20150917,4,685.8,705.6,140.76,0,0,"목",1,NA,"fall"
"389",389,20150917,5,666,672.48,121.68,0,0,"목",1,NA,"fall"
"390",390,20150917,6,718.2,748.8,141.48,0,0,"목",1,NA,"fall"
"391",391,20150917,7,793.44,825.12,175.68,0,0,"목",1,NA,"fall"
"392",392,20150917,8,901.44,982.08,218.52,0,0,"목",1,NA,"fall"
"393",393,20150917,9,1221.48,1268.64,336.6,0,0,"목",1,NA,"fall"
"394",394,20150917,10,1213.92,1236.96,307.08,0,96.95,"목",1,NA,"fall"
"395",395,20150917,11,1297.44,1314.72,314.64,0,97.18,"목",1,NA,"fall"
"396",396,20150917,12,1290.96,1337.76,347.76,0,96.56,"목",1,NA,"fall"
"397",397,20150917,13,1282.68,1317.6,344.52,0,96.58,"목",1,NA,"fall"
"398",398,20150917,14,1368.72,1415.52,369.36,0,96.55,"목",1,NA,"fall"
"399",399,20150917,15,1299.24,1317.6,337.68,0,96.78,"목",1,NA,"fall"
"400",400,20150917,16,1278,1314.72,313.56,0,97.12,"목",1,NA,"fall"
"401",401,20150917,17,1294.2,1310.4,335.16,0,96.81,"목",1,NA,"fall"
"402",402,20150917,18,1262.52,1285.92,338.04,0,96.6,"목",1,NA,"fall"
"403",403,20150917,19,1188,1275.84,276.84,0,97.39,"목",1,NA,"fall"
"404",404,20150917,20,1278,1290.24,297.36,0,97.4,"목",1,NA,"fall"
"405",405,20150917,21,1248.12,1255.68,289.08,0,97.42,"목",1,NA,"fall"
"406",406,20150917,22,1263.96,1285.92,311.4,0,97.1,"목",1,NA,"fall"
"407",407,20150917,23,1000.08,1124.64,213.48,0,97.8,"목",1,NA,"fall"
"408",408,20150917,24,963.72,977.76,221.04,0,0,"목",1,NA,"fall"
"409",409,20150918,1,907.2,933.12,204.48,0,0,"금",1,NA,"fall"
"410",410,20150918,2,801.36,825.12,178.56,0,0,"금",1,NA,"fall"
"411",411,20150918,3,759.24,786.24,171.72,0,0,"금",1,NA,"fall"
"412",412,20150918,4,686.52,711.36,138.24,0,0,"금",1,NA,"fall"
"413",413,20150918,5,677.52,689.76,136.08,0,0,"금",1,NA,"fall"
"414",414,20150918,6,714.96,745.92,145.44,0,0,"금",1,NA,"fall"
"415",415,20150918,7,774.72,797.76,163.8,0,0,"금",1,NA,"fall"
"416",416,20150918,8,871.92,969.12,192.24,0,0,"금",1,NA,"fall"
"417",417,20150918,9,1173.24,1203.84,339.84,0,0,"금",1,NA,"fall"
"418",418,20150918,10,1161,1193.76,298.8,0,96.84,"금",1,NA,"fall"
"419",419,20150918,11,1211.04,1225.44,299.52,0,97.08,"금",1,NA,"fall"
"420",420,20150918,12,1292.4,1311.84,358.56,0,96.36,"금",1,NA,"fall"
"421",421,20150918,13,1267.2,1297.44,318.6,0,96.98,"금",1,NA,"fall"
"422",422,20150918,14,1269.72,1291.68,327.96,0,96.82,"금",1,NA,"fall"
"423",423,20150918,15,1269.72,1284.48,335.16,0,96.69,"금",1,NA,"fall"
"424",424,20150918,16,1193.4,1218.24,281.16,0,97.34,"금",1,NA,"fall"
"425",425,20150918,17,1238.4,1249.92,322.56,0,96.77,"금",1,NA,"fall"
"426",426,20150918,18,1138.32,1166.4,274.32,0,97.22,"금",1,NA,"fall"
"427",427,20150918,19,1127.16,1172.16,255.24,0,97.53,"금",1,NA,"fall"
"428",428,20150918,20,1133.64,1176.48,246.24,0,97.72,"금",1,NA,"fall"
"429",429,20150918,21,1129.68,1144.8,243,0,97.76,"금",1,NA,"fall"
"430",430,20150918,22,1064.16,1084.32,227.88,0,97.78,"금",1,NA,"fall"
"431",431,20150918,23,995.76,1016.64,237.96,0,97.26,"금",1,NA,"fall"
"432",432,20150918,24,954.72,961.92,230.4,0,0,"금",1,NA,"fall"
"433",433,20150919,1,919.44,937.44,219.96,0,0,"토",1,NA,"fall"
"434",434,20150919,2,811.8,876.96,180.36,0,0,"토",1,NA,"fall"
"435",435,20150919,3,753.84,766.08,167.4,0,0,"토",1,NA,"fall"
"436",436,20150919,4,692.64,702.72,142.92,0,0,"토",1,NA,"fall"
"437",437,20150919,5,669.6,684,138.6,0,0,"토",1,NA,"fall"
"438",438,20150919,6,695.52,724.32,145.08,0,0,"토",1,NA,"fall"
"439",439,20150919,7,779.76,800.64,190.8,0,0,"토",1,NA,"fall"
"440",440,20150919,8,873,904.32,231.84,0,0,"토",1,NA,"fall"
"441",441,20150919,9,1019.88,1045.44,293.4,0,0,"토",1,NA,"fall"
"442",442,20150919,10,1050.12,1062.72,281.52,0,96.59,"토",1,NA,"fall"
"443",443,20150919,11,1124.28,1159.2,309.96,0,96.4,"토",1,NA,"fall"
"444",444,20150919,12,1180.44,1200.96,330.12,0,96.3,"토",1,NA,"fall"
"445",445,20150919,13,1151.64,1188,316.8,0,96.42,"토",1,NA,"fall"
"446",446,20150919,14,1152.72,1193.76,334.08,0,96.05,"토",1,NA,"fall"
"447",447,20150919,15,1112.4,1131.84,331.56,0,95.83,"토",1,NA,"fall"
"448",448,20150919,16,1083.24,1116,297,0,96.44,"토",1,NA,"fall"
"449",449,20150919,17,1180.08,1224,345.96,0,95.96,"토",1,NA,"fall"
"450",450,20150919,18,1169.28,1200.96,334.8,0,96.14,"토",1,NA,"fall"
"451",451,20150919,19,1141.2,1162.08,298.44,0,96.75,"토",1,NA,"fall"
"452",452,20150919,20,1121.04,1124.64,280.8,0,97,"토",1,NA,"fall"
"453",453,20150919,21,1088.28,1098.72,267.48,0,97.11,"토",1,NA,"fall"
"454",454,20150919,22,1055.52,1088.64,258.12,0,97.14,"토",1,NA,"fall"
"455",455,20150919,23,998.28,1018.08,219.6,0,97.66,"토",1,NA,"fall"
"456",456,20150919,24,894.6,908.64,173.88,0,0,"토",1,NA,"fall"
"457",457,20150920,1,905.04,923.04,190.8,0,0,"일",1,NA,"fall"
"458",458,20150920,2,832.32,856.8,160.2,0,0,"일",1,NA,"fall"
"459",459,20150920,3,780.84,813.6,163.8,0,0,"일",1,NA,"fall"
"460",460,20150920,4,723.96,740.16,153.72,0,0,"일",1,NA,"fall"
"461",461,20150920,5,687.96,694.08,133.2,0,0,"일",1,NA,"fall"
"462",462,20150920,6,678.96,705.6,135.72,0,0,"일",1,NA,"fall"
"463",463,20150920,7,727.2,748.8,174.96,0,0,"일",1,NA,"fall"
"464",464,20150920,8,707.4,725.76,145.8,0,0,"일",1,NA,"fall"
"465",465,20150920,9,766.44,770.4,168.48,0,0,"일",1,NA,"fall"
"466",466,20150920,10,754.56,793.44,174.24,0,97.44,"일",1,NA,"fall"
"467",467,20150920,11,847.8,869.76,218.88,0,96.83,"일",1,NA,"fall"
"468",468,20150920,12,974.88,1002.24,285.12,0,95.98,"일",1,NA,"fall"
"469",469,20150920,13,984.6,1009.44,268.92,0,96.47,"일",1,NA,"fall"
"470",470,20150920,14,1050.12,1069.92,292.32,0,96.34,"일",1,NA,"fall"
"471",471,20150920,15,1036.08,1052.64,298.8,0,96.08,"일",1,NA,"fall"
"472",472,20150920,16,983.16,1005.12,256.32,0,96.77,"일",1,NA,"fall"
"473",473,20150920,17,1027.08,1042.56,291.6,0,96.2,"일",1,NA,"fall"
"474",474,20150920,18,987.12,999.36,252.36,0,96.88,"일",1,NA,"fall"
"475",475,20150920,19,1033.56,1064.16,253.08,0,97.13,"일",1,NA,"fall"
"476",476,20150920,20,1096.2,1117.44,259.92,0,97.3,"일",1,NA,"fall"
"477",477,20150920,21,1070.28,1100.16,251.28,0,97.35,"일",1,NA,"fall"
"478",478,20150920,22,1074.24,1095.84,255.96,0,97.28,"일",1,NA,"fall"
"479",479,20150920,23,1011.24,1041.12,221.04,0,97.69,"일",1,NA,"fall"
"480",480,20150920,24,968.04,987.84,216.72,0,0,"일",1,NA,"fall"
"481",481,20150921,1,938.16,969.12,216,0,0,"월",1,NA,"fall"
"482",482,20150921,2,846.72,897.12,185.4,0,0,"월",1,NA,"fall"
"483",483,20150921,3,757.08,771.84,158.76,0,0,"월",1,NA,"fall"
"484",484,20150921,4,709.2,721.44,140.76,0,0,"월",1,NA,"fall"
"485",485,20150921,5,679.68,692.64,120.6,0,0,"월",1,NA,"fall"
"486",486,20150921,6,716.76,748.8,132.48,0,0,"월",1,NA,"fall"
"487",487,20150921,7,824.04,856.8,180.36,0,0,"월",1,NA,"fall"
"488",488,20150921,8,932.4,1025.28,212.04,0,0,"월",1,NA,"fall"
"489",489,20150921,9,1215,1241.28,342,0,0,"월",1,NA,"fall"
"490",490,20150921,10,1221.84,1265.76,337.32,0,96.39,"월",1,NA,"fall"
"491",491,20150921,11,1272.24,1323.36,367.2,0,96.08,"월",1,NA,"fall"
"492",492,20150921,12,1355.76,1373.76,389.16,0,96.12,"월",1,NA,"fall"
"493",493,20150921,13,1300.32,1350.72,340.92,0,96.73,"월",1,NA,"fall"
"494",494,20150921,14,1378.08,1424.16,375.12,0,96.49,"월",1,NA,"fall"
"495",495,20150921,15,1299.96,1310.4,347.4,0,96.61,"월",1,NA,"fall"
"496",496,20150921,16,1260.36,1281.6,316.8,0,96.98,"월",1,NA,"fall"
"497",497,20150921,17,1333.44,1398.24,356.04,0,96.62,"월",1,NA,"fall"
"498",498,20150921,18,1304.28,1313.28,330.12,0,96.94,"월",1,NA,"fall"
"499",499,20150921,19,1253.52,1293.12,299.16,0,97.27,"월",1,NA,"fall"
"500",500,20150921,20,1281.96,1303.2,295.56,0,97.44,"월",1,NA,"fall"
"501",501,20150921,21,1268.64,1296,288,0,97.52,"월",1,NA,"fall"
"502",502,20150921,22,1265.76,1293.12,300.24,0,97.3,"월",1,NA,"fall"
"503",503,20150921,23,1080.36,1111.68,259.2,0,97.24,"월",1,NA,"fall"
"504",504,20150921,24,1012.32,1054.08,237.24,0,0,"월",1,NA,"fall"
"505",505,20150922,1,955.44,979.2,219.96,0,0,"화",1,NA,"fall"
"506",506,20150922,2,829.08,902.88,180.72,0,0,"화",1,NA,"fall"
"507",507,20150922,3,772.2,813.6,169.2,0,0,"화",1,NA,"fall"
"508",508,20150922,4,726.84,745.92,154.08,0,0,"화",1,NA,"fall"
"509",509,20150922,5,690.48,704.16,134.28,0,0,"화",1,NA,"fall"
"510",510,20150922,6,707.4,737.28,131.4,0,0,"화",1,NA,"fall"
"511",511,20150922,7,814.68,833.76,182.16,0,0,"화",1,NA,"fall"
"512",512,20150922,8,904.32,1031.04,193.32,0,0,"화",1,NA,"fall"
"513",513,20150922,9,1207.44,1229.76,322.92,0,0,"화",1,NA,"fall"
"514",514,20150922,10,1188,1216.8,293.76,0,97.08,"화",1,NA,"fall"
"515",515,20150922,11,1321.56,1383.84,331.92,0,96.99,"화",1,NA,"fall"
"516",516,20150922,12,1367.64,1398.24,352.44,0,96.84,"화",1,NA,"fall"
"517",517,20150922,13,1447.2,1499.04,367.56,0,96.92,"화",1,NA,"fall"
"518",518,20150922,14,1533.96,1566.72,399.96,0,96.76,"화",1,NA,"fall"
"519",519,20150922,15,1487.16,1513.44,401.04,0,96.55,"화",1,NA,"fall"
"520",520,20150922,16,1449.72,1468.8,370.44,0,96.89,"화",1,NA,"fall"
"521",521,20150922,17,1438.56,1488.96,371.88,0,96.82,"화",1,NA,"fall"
"522",522,20150922,18,1320.84,1376.64,340.92,0,96.83,"화",1,NA,"fall"
"523",523,20150922,19,1247.4,1340.64,290.88,0,97.39,"화",1,NA,"fall"
"524",524,20150922,20,1283.04,1310.4,294.12,0,97.47,"화",1,NA,"fall"
"525",525,20150922,21,1293.12,1319.04,320.04,0,97.07,"화",1,NA,"fall"
"526",526,20150922,22,1233,1241.28,289.44,0,97.35,"화",1,NA,"fall"
"527",527,20150922,23,1119.96,1205.28,273.24,0,97.15,"화",1,NA,"fall"
"528",528,20150922,24,1021.68,1033.92,243.36,0,0,"화",1,NA,"fall"
"529",529,20150923,1,974.16,993.6,237.24,0,0,"수",1,NA,"fall"
"530",530,20150923,2,850.32,933.12,188.28,0,0,"수",1,NA,"fall"
"531",531,20150923,3,772.92,790.56,164.88,0,0,"수",1,NA,"fall"
"532",532,20150923,4,739.44,767.52,158.04,0,0,"수",1,NA,"fall"
"533",533,20150923,5,709.92,720,137.52,0,0,"수",1,NA,"fall"
"534",534,20150923,6,734.4,753.12,142.92,0,0,"수",1,NA,"fall"
"535",535,20150923,7,837,864,193.68,0,0,"수",1,NA,"fall"
"536",536,20150923,8,938.88,1010.88,222.84,0,0,"수",1,NA,"fall"
"537",537,20150923,9,1183.32,1221.12,330.12,0,0,"수",1,NA,"fall"
"538",538,20150923,10,1170,1198.08,296.28,0,96.94,"수",1,NA,"fall"
"539",539,20150923,11,1293.12,1344.96,307.44,0,97.29,"수",1,NA,"fall"
"540",540,20150923,12,1351.44,1389.6,357.48,0,96.68,"수",1,NA,"fall"
"541",541,20150923,13,1275.12,1283.04,325.08,0,96.9,"수",1,NA,"fall"
"542",542,20150923,14,1317.6,1327.68,331.92,0,96.97,"수",1,NA,"fall"
"543",543,20150923,15,1273.32,1301.76,330.84,0,96.79,"수",1,NA,"fall"
"544",544,20150923,16,1219.68,1247.04,290.88,0,97.27,"수",1,NA,"fall"
"545",545,20150923,17,1237.32,1251.36,299.88,0,97.19,"수",1,NA,"fall"
"546",546,20150923,18,1200.6,1239.84,287.64,0,97.25,"수",1,NA,"fall"
"547",547,20150923,19,1193.4,1280.16,273.96,0,97.46,"수",1,NA,"fall"
"548",548,20150923,20,1224.36,1260,272.16,0,97.62,"수",1,NA,"fall"
"549",549,20150923,21,1186.92,1208.16,277.2,0,97.38,"수",1,NA,"fall"
"550",550,20150923,22,1200.96,1211.04,287.28,0,97.26,"수",1,NA,"fall"
"551",551,20150923,23,1067.4,1131.84,233.64,0,97.69,"수",1,NA,"fall"
"552",552,20150923,24,1001.52,1010.88,224.64,0,0,"수",1,NA,"fall"
"553",553,20150924,1,965.88,1006.56,235.44,0,0,"목",1,NA,"fall"
"554",554,20150924,2,838.08,871.2,180.72,0,0,"목",1,NA,"fall"
"555",555,20150924,3,771.48,813.6,166.32,0,0,"목",1,NA,"fall"
"556",556,20150924,4,726.48,738.72,148.32,0,0,"목",1,NA,"fall"
"557",557,20150924,5,682.56,694.08,124.92,0,0,"목",1,NA,"fall"
"558",558,20150924,6,724.32,745.92,138.96,0,0,"목",1,NA,"fall"
"559",559,20150924,7,804.6,820.8,178.2,0,0,"목",1,NA,"fall"
"560",560,20150924,8,899.64,1005.12,190.8,0,0,"목",1,NA,"fall"
"561",561,20150924,9,1240.92,1281.6,339.48,0,0,"목",1,NA,"fall"
"562",562,20150924,10,1209.96,1249.92,301.68,0,97.03,"목",1,NA,"fall"
"563",563,20150924,11,1287.72,1306.08,309.96,0,97.22,"목",1,NA,"fall"
"564",564,20150924,12,1336.68,1359.36,349.2,0,96.75,"목",1,NA,"fall"
"565",565,20150924,13,1235.16,1271.52,282.24,0,97.49,"목",1,NA,"fall"
"566",566,20150924,14,1370.88,1395.36,353.16,0,96.84,"목",1,NA,"fall"
"567",567,20150924,15,1316.16,1330.56,342.36,0,96.78,"목",1,NA,"fall"
"568",568,20150924,16,1302.48,1326.24,313.2,0,97.23,"목",1,NA,"fall"
"569",569,20150924,17,1309.32,1329.12,333.72,0,96.9,"목",1,NA,"fall"
"570",570,20150924,18,1142.64,1179.36,242.28,0,97.83,"목",1,NA,"fall"
"571",571,20150924,19,1138.32,1185.12,228.96,0,98.04,"목",1,NA,"fall"
"572",572,20150924,20,1119.96,1137.6,209.16,0,98.3,"목",1,NA,"fall"
"573",573,20150924,21,1091.52,1107.36,206.64,0,98.25,"목",1,NA,"fall"
"574",574,20150924,22,1094.04,1118.88,218.88,0,98.06,"목",1,NA,"fall"
"575",575,20150924,23,923.04,982.08,163.44,0,98.47,"목",1,NA,"fall"
"576",576,20150924,24,857.16,874.08,153,0,0,"목",1,NA,"fall"
"577",577,20150925,1,849.24,862.56,157.32,0,0,"금",1,NA,"fall"
"578",578,20150925,2,784.8,829.44,138.96,0,0,"금",1,NA,"fall"
"579",579,20150925,3,724.68,748.8,127.8,0,0,"금",1,NA,"fall"
"580",580,20150925,4,682.92,705.6,115.2,0,0,"금",1,NA,"fall"
"581",581,20150925,5,645.84,659.52,99,0,0,"금",1,NA,"fall"
"582",582,20150925,6,687.24,744.48,112.32,0,0,"금",1,NA,"fall"
"583",583,20150925,7,782.28,829.44,161.64,0,0,"금",1,NA,"fall"
"584",584,20150925,8,844.2,894.24,169.56,0,0,"금",1,NA,"fall"
"585",585,20150925,9,1056.96,1162.08,252,0,0,"금",1,NA,"fall"
"586",586,20150925,10,1114.92,1131.84,270.72,0,97.18,"금",1,NA,"fall"
"587",587,20150925,11,1133.64,1143.36,267.48,0,97.33,"금",1,NA,"fall"
"588",588,20150925,12,1240.2,1277.28,324,0,96.75,"금",1,NA,"fall"
"589",589,20150925,13,1236.24,1257.12,312.12,0,96.96,"금",1,NA,"fall"
"590",590,20150925,14,1267.56,1280.16,315.36,0,97.04,"금",1,NA,"fall"
"591",591,20150925,15,1199.16,1260,322.2,0,96.57,"금",1,NA,"fall"
"592",592,20150925,16,1136.52,1150.56,272.88,0,97.24,"금",1,NA,"fall"
"593",593,20150925,17,1073.16,1090.08,254.52,0,97.3,"금",1,NA,"fall"
"594",594,20150925,18,981,1006.56,205.92,0,97.87,"금",1,NA,"fall"
"595",595,20150925,19,1030.32,1110.24,222.84,0,97.74,"금",1,NA,"fall"
"596",596,20150925,20,1041.84,1052.64,217.44,0,97.89,"금",1,NA,"fall"
"597",597,20150925,21,1051.2,1069.92,228.6,0,97.72,"금",1,NA,"fall"
"598",598,20150925,22,1022.04,1055.52,225.72,0,97.65,"금",1,NA,"fall"
"599",599,20150925,23,833.76,892.8,152.64,0,98.37,"금",1,NA,"fall"
"600",600,20150925,24,806.04,838.08,159.84,0,0,"금",1,NA,"fall"
"601",601,20150926,1,761.76,776.16,140.04,0,0,"토",1,NA,"fall"
"602",602,20150926,2,729.36,776.16,140.04,0,0,"토",1,NA,"fall"
"603",603,20150926,3,683.64,688.32,123.84,0,0,"토",1,NA,"fall"
"604",604,20150926,4,651.96,659.52,111.96,0,0,"토",1,NA,"fall"
"605",605,20150926,5,629.28,636.48,105.84,0,0,"토",1,NA,"fall"
"606",606,20150926,6,632.88,640.8,114.12,0,0,"토",1,NA,"fall"
"607",607,20150926,7,621.72,624.96,131.04,0,0,"토",1,NA,"fall"
"608",608,20150926,8,621.72,643.68,109.8,0,0,"토",1,NA,"fall"
"609",609,20150926,9,689.4,714.24,148.68,0,0,"토",1,NA,"fall"
"610",610,20150926,10,669.24,678.24,141.84,0,97.83,"토",1,NA,"fall"
"611",611,20150926,11,678.24,724.32,145.08,0,97.79,"토",1,NA,"fall"
"612",612,20150926,12,741.6,747.36,185.4,0,97.01,"토",1,NA,"fall"
"613",613,20150926,13,697.68,704.16,151.56,0,97.72,"토",1,NA,"fall"
"614",614,20150926,14,744.48,757.44,178.56,0,97.24,"토",1,NA,"fall"
"615",615,20150926,15,740.52,751.68,171,0,97.44,"토",1,NA,"fall"
"616",616,20150926,16,729.36,743.04,164.88,0,97.54,"토",1,NA,"fall"
"617",617,20150926,17,719.64,734.4,171.72,0,97.27,"토",1,NA,"fall"
"618",618,20150926,18,677.88,721.44,139.32,0,97.95,"토",1,NA,"fall"
"619",619,20150926,19,706.68,718.56,148.32,0,97.87,"토",1,NA,"fall"
"620",620,20150926,20,684.72,691.2,124.92,0,98.38,"토",1,NA,"fall"
"621",621,20150926,21,691.56,705.6,125.64,0,98.39,"토",1,NA,"fall"
"622",622,20150926,22,717.12,741.6,147.6,0,97.95,"토",1,NA,"fall"
"623",623,20150926,23,667.8,673.92,115.56,0,98.54,"토",1,NA,"fall"
"624",624,20150926,24,676.8,701.28,119.88,0,0,"토",1,NA,"fall"
"625",625,20150927,1,657,666.72,118.08,0,0,"일",1,NA,"fall"
"626",626,20150927,2,630.36,645.12,103.32,0,0,"일",1,NA,"fall"
"627",627,20150927,3,616.32,633.6,103.68,0,0,"일",1,NA,"fall"
"628",628,20150927,4,594,610.56,99.36,0,0,"일",1,NA,"fall"
"629",629,20150927,5,589.68,610.56,96.84,0,0,"일",1,NA,"fall"
"630",630,20150927,6,600.48,601.92,106.2,0,0,"일",1,NA,"fall"
"631",631,20150927,7,589.32,593.28,121.68,0,0,"일",1,NA,"fall"
"632",632,20150927,8,577.44,594.72,109.08,0,0,"일",1,NA,"fall"
"633",633,20150927,9,594,604.8,113.76,0,0,"일",1,NA,"fall"
"634",634,20150927,10,615.96,635.04,131.76,0,97.79,"일",1,NA,"fall"
"635",635,20150927,11,608.4,623.52,120.96,0,98.08,"일",1,NA,"fall"
"636",636,20150927,12,679.32,688.32,176.04,0,96.8,"일",1,NA,"fall"
"637",637,20150927,13,682.92,714.24,153,0,97.58,"일",1,NA,"fall"
"638",638,20150927,14,712.8,728.64,172.8,0,97.19,"일",1,NA,"fall"
"639",639,20150927,15,688.32,704.16,157.32,0,97.49,"일",1,NA,"fall"
"640",640,20150927,16,687.24,722.88,156.96,0,97.49,"일",1,NA,"fall"
"641",641,20150927,17,693.36,707.04,156.6,0,97.54,"일",1,NA,"fall"
"642",642,20150927,18,686.16,707.04,145.08,0,97.84,"일",1,NA,"fall"
"643",643,20150927,19,714.6,747.36,159.48,0,97.6,"일",1,NA,"fall"
"644",644,20150927,20,696.96,714.24,130.32,0,98.3,"일",1,NA,"fall"
"645",645,20150927,21,690.12,720,126,0,98.37,"일",1,NA,"fall"
"646",646,20150927,22,696.24,708.48,138.24,0,98.09,"일",1,NA,"fall"
"647",647,20150927,23,672.48,681.12,118.8,0,98.48,"일",1,NA,"fall"
"648",648,20150927,24,666,689.76,112.32,0,0,"일",1,NA,"fall"
"649",649,20150928,1,655.92,665.28,115.2,0,0,"월",1,NA,"fall"
"650",650,20150928,2,632.16,643.68,112.68,0,0,"월",1,NA,"fall"
"651",651,20150928,3,615.24,636.48,117.72,0,0,"월",1,NA,"fall"
"652",652,20150928,4,599.04,607.68,105.84,0,0,"월",1,NA,"fall"
"653",653,20150928,5,585,604.8,96.84,0,0,"월",1,NA,"fall"
"654",654,20150928,6,582.48,590.4,100.8,0,0,"월",1,NA,"fall"
"655",655,20150928,7,577.44,587.52,111.96,0,0,"월",1,NA,"fall"
"656",656,20150928,8,579.24,581.76,103.32,0,0,"월",1,NA,"fall"
"657",657,20150928,9,626.76,633.6,135,0,0,"월",1,NA,"fall"
"658",658,20150928,10,612.36,629.28,120.24,0,98.13,"월",1,NA,"fall"
"659",659,20150928,11,651.24,663.84,137.16,0,97.85,"월",1,NA,"fall"
"660",660,20150928,12,693.72,715.68,164.16,0,97.31,"월",1,NA,"fall"
"661",661,20150928,13,705.6,720,153.36,0,97.72,"월",1,NA,"fall"
