"","No.","일자","시","사용량..kWh.","최대수요..kW.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"19404",19404,20171117,12,1648.08,1666.08,314.28,0,98.23,"금",1,NA,"fall"
"19405",19405,20171117,13,1618.2,1640.16,323.28,0,98.06,"금",1,NA,"fall"
"19406",19406,20171117,14,1651.32,1683.36,322.92,0,98.14,"금",1,NA,"fall"
"19407",19407,20171117,15,1617.12,1658.88,296.64,0,98.36,"금",1,NA,"fall"
"19408",19408,20171117,16,1591.56,1604.16,248.76,0,98.8,"금",1,NA,"fall"
"19409",19409,20171117,17,1644.12,1663.2,305.64,0,98.32,"금",1,NA,"fall"
"19410",19410,20171117,18,1567.08,1599.84,259.2,0,98.66,"금",1,NA,"fall"
"19411",19411,20171117,19,1394.28,1494.72,218.88,0,98.79,"금",1,NA,"fall"
"19412",19412,20171117,20,1392.48,1442.88,233.64,0,98.62,"금",1,NA,"fall"
"19413",19413,20171117,21,1324.44,1346.4,192.24,0,98.96,"금",1,NA,"fall"
"19414",19414,20171117,22,1329.48,1373.76,230.04,0,98.54,"금",1,NA,"fall"
"19415",19415,20171117,23,1207.44,1262.88,209.88,0,98.52,"금",1,NA,"fall"
"19416",19416,20171117,24,1257.12,1261.44,257.4,0,0,"금",1,NA,"fall"
"19417",19417,20171118,1,1241.28,1252.8,249.48,0,0,"토",1,NA,"fall"
"19418",19418,20171118,2,1158.12,1167.84,210.96,0,0,"토",1,NA,"fall"
"19419",19419,20171118,3,1087.56,1110.24,177.48,0,0,"토",1,NA,"fall"
"19420",19420,20171118,4,1125.36,1169.28,230.4,0,0,"토",1,NA,"fall"
"19421",19421,20171118,5,1048.32,1064.16,176.4,0,0,"토",1,NA,"fall"
"19422",19422,20171118,6,1102.68,1120.32,209.16,0,0,"토",1,NA,"fall"
"19423",19423,20171118,7,1176.84,1186.56,228.24,0,0,"토",1,NA,"fall"
"19424",19424,20171118,8,1188.36,1203.84,226.8,0,0,"토",1,NA,"fall"
"19425",19425,20171118,9,1318.68,1373.76,273.96,0,0,"토",1,NA,"fall"
"19426",19426,20171118,10,1327.68,1356.48,289.44,0,97.71,"토",1,NA,"fall"
"19427",19427,20171118,11,1360.44,1406.88,279.72,0,97.95,"토",1,NA,"fall"
"19428",19428,20171118,12,1386.72,1402.56,300.6,0,97.73,"토",1,NA,"fall"
"19429",19429,20171118,13,1367.28,1434.24,304.92,0,97.6,"토",1,NA,"fall"
"19430",19430,20171118,14,1323.72,1386.72,270,0,97.98,"토",1,NA,"fall"
"19431",19431,20171118,15,1261.44,1277.28,227.52,0,98.41,"토",1,NA,"fall"
"19432",19432,20171118,16,1326.24,1380.96,267.48,0,98.03,"토",1,NA,"fall"
"19433",19433,20171118,17,1301.76,1336.32,244.08,0,98.29,"토",1,NA,"fall"
"19434",19434,20171118,18,1352.88,1380.96,255.24,0,98.27,"토",1,NA,"fall"
"19435",19435,20171118,19,1340.64,1379.52,213.48,0,98.76,"토",1,NA,"fall"
"19436",19436,20171118,20,1393.2,1425.6,241.2,0,98.53,"토",1,NA,"fall"
"19437",19437,20171118,21,1383.84,1441.44,230.76,0,98.64,"토",1,NA,"fall"
"19438",19438,20171118,22,1391.04,1409.76,256.68,0,98.34,"토",1,NA,"fall"
"19439",19439,20171118,23,1315.44,1355.04,247.32,0,98.28,"토",1,NA,"fall"
"19440",19440,20171118,24,1343.88,1349.28,281.88,0,0,"토",1,NA,"fall"
"19441",19441,20171119,1,1314,1320.48,289.08,0,0,"일",1,NA,"fall"
"19442",19442,20171119,2,1298.16,1311.84,293.76,0,0,"일",1,NA,"fall"
"19443",19443,20171119,3,1186.56,1208.16,241.92,0,0,"일",1,NA,"fall"
"19444",19444,20171119,4,1190.88,1244.16,265.32,0,0,"일",1,NA,"fall"
"19445",19445,20171119,5,1117.08,1173.6,213.48,0,0,"일",1,NA,"fall"
"19446",19446,20171119,6,1125.36,1147.68,232.2,0,0,"일",1,NA,"fall"
"19447",19447,20171119,7,1166.4,1196.64,248.76,0,0,"일",1,NA,"fall"
"19448",19448,20171119,8,1168.56,1198.08,241.2,0,0,"일",1,NA,"fall"
"19449",19449,20171119,9,1188,1206.72,241.56,0,0,"일",1,NA,"fall"
"19450",19450,20171119,10,1172.16,1211.04,239.76,0,97.97,"일",1,NA,"fall"
"19451",19451,20171119,11,1243.44,1274.4,275.76,0,97.63,"일",1,NA,"fall"
"19452",19452,20171119,12,1195.92,1221.12,248.04,0,97.92,"일",1,NA,"fall"
"19453",19453,20171119,13,1226.88,1296,262.8,0,97.78,"일",1,NA,"fall"
"19454",19454,20171119,14,1235.52,1283.04,221.4,0,98.43,"일",1,NA,"fall"
"19455",19455,20171119,15,1259.64,1278.72,263.88,0,97.88,"일",1,NA,"fall"
"19456",19456,20171119,16,1203.48,1275.84,219.6,0,98.38,"일",1,NA,"fall"
"19457",19457,20171119,17,1191.24,1245.6,225.72,0,98.25,"일",1,NA,"fall"
"19458",19458,20171119,18,1276.2,1350.72,211.68,0,98.65,"일",1,NA,"fall"
"19459",19459,20171119,19,1382.04,1428.48,253.8,0,98.36,"일",1,NA,"fall"
"19460",19460,20171119,20,1366.2,1450.08,232.56,0,98.58,"일",1,NA,"fall"
"19461",19461,20171119,21,1370.52,1445.76,232.92,0,98.59,"일",1,NA,"fall"
"19462",19462,20171119,22,1321.92,1344.96,221.4,0,98.63,"일",1,NA,"fall"
"19463",19463,20171119,23,1375.56,1391.04,290.88,0,97.84,"일",1,NA,"fall"
"19464",19464,20171119,24,1348.92,1372.32,283.68,0,0,"일",1,NA,"fall"
"19465",19465,20171120,1,1301.76,1343.52,279,0,0,"월",1,NA,"fall"
"19466",19466,20171120,2,1236.24,1278.72,263.16,0,0,"월",1,NA,"fall"
"19467",19467,20171120,3,1162.8,1172.16,227.16,0,0,"월",1,NA,"fall"
"19468",19468,20171120,4,1126.44,1163.52,223.92,0,0,"월",1,NA,"fall"
"19469",19469,20171120,5,1145.16,1164.96,253.44,0,0,"월",1,NA,"fall"
"19470",19470,20171120,6,1113.12,1150.56,183.96,0,0,"월",1,NA,"fall"
"19471",19471,20171120,7,1252.44,1329.12,226.08,0,0,"월",1,NA,"fall"
"19472",19472,20171120,8,1402.56,1494.72,295.2,0,0,"월",1,NA,"fall"
"19473",19473,20171120,9,1600.92,1634.4,363.96,0,0,"월",1,NA,"fall"
"19474",19474,20171120,10,1649.16,1719.36,339.12,0,97.95,"월",1,NA,"fall"
"19475",19475,20171120,11,1779.12,1801.44,361.08,0,98,"월",1,NA,"fall"
"19476",19476,20171120,12,1698.48,1732.32,314.28,0,98.33,"월",1,NA,"fall"
"19477",19477,20171120,13,1738.08,1825.92,365.76,0,97.86,"월",1,NA,"fall"
"19478",19478,20171120,14,1765.08,1791.36,325.44,0,98.34,"월",1,NA,"fall"
"19479",19479,20171120,15,1685.52,1706.4,282.24,0,98.63,"월",1,NA,"fall"
"19480",19480,20171120,16,1645.92,1664.64,261.36,0,98.76,"월",1,NA,"fall"
"19481",19481,20171120,17,1621.8,1656,269.28,0,98.65,"월",1,NA,"fall"
"19482",19482,20171120,18,1661.76,1696.32,261.36,0,98.79,"월",1,NA,"fall"
"19483",19483,20171120,19,1611.36,1637.28,225.72,0,99.03,"월",1,NA,"fall"
"19484",19484,20171120,20,1564.2,1576.8,200.52,0,99.19,"월",1,NA,"fall"
"19485",19485,20171120,21,1533.6,1550.88,176.76,0,99.34,"월",1,NA,"fall"
"19486",19486,20171120,22,1503.36,1516.32,187.92,0,99.23,"월",1,NA,"fall"
"19487",19487,20171120,23,1360.44,1412.64,205.2,0,98.88,"월",1,NA,"fall"
"19488",19488,20171120,24,1314,1353.6,202.68,0,0,"월",1,NA,"fall"
"19489",19489,20171121,1,1239.12,1254.24,185.76,0,0,"화",1,NA,"fall"
"19490",19490,20171121,2,1177.2,1212.48,186.48,0,0,"화",1,NA,"fall"
"19491",19491,20171121,3,1112.04,1123.2,162,0,0,"화",1,NA,"fall"
"19492",19492,20171121,4,1094.04,1141.92,168.84,0,0,"화",1,NA,"fall"
"19493",19493,20171121,5,1005.48,1028.16,124.2,0,0,"화",1,NA,"fall"
"19494",19494,20171121,6,1035.72,1085.76,116.64,0,0,"화",1,NA,"fall"
"19495",19495,20171121,7,1230.12,1271.52,194.04,0,0,"화",1,NA,"fall"
"19496",19496,20171121,8,1312.56,1343.52,219.6,0,0,"화",1,NA,"fall"
"19497",19497,20171121,9,1587.96,1637.28,327.24,0,0,"화",1,NA,"fall"
"19498",19498,20171121,10,1698.12,1752.48,387.36,0,97.5,"화",1,NA,"fall"
"19499",19499,20171121,11,1816.2,1854.72,426.96,0,97.35,"화",1,NA,"fall"
"19500",19500,20171121,12,1838.88,1848.96,439.2,0,97.26,"화",1,NA,"fall"
"19501",19501,20171121,13,1757.88,1818.72,404.28,0,97.46,"화",1,NA,"fall"
"19502",19502,20171121,14,1706.76,1732.32,371.88,0,97.71,"화",1,NA,"fall"
"19503",19503,20171121,15,1654.92,1700.64,325.8,0,98.12,"화",1,NA,"fall"
"19504",19504,20171121,16,1629,1650.24,294.12,0,98.41,"화",1,NA,"fall"
"19505",19505,20171121,17,1596.96,1632.96,289.44,0,98.4,"화",1,NA,"fall"
"19506",19506,20171121,18,1662.84,1725.12,318.6,0,98.21,"화",1,NA,"fall"
"19507",19507,20171121,19,1643.4,1653.12,300.96,0,98.36,"화",1,NA,"fall"
"19508",19508,20171121,20,1644.84,1670.4,308.16,0,98.29,"화",1,NA,"fall"
"19509",19509,20171121,21,1591.2,1627.2,266.4,0,98.63,"화",1,NA,"fall"
"19510",19510,20171121,22,1571.4,1592.64,293.4,0,98.3,"화",1,NA,"fall"
"19511",19511,20171121,23,1444.68,1476,303.84,0,97.86,"화",1,NA,"fall"
"19512",19512,20171121,24,1388.88,1428.48,280.8,0,0,"화",1,NA,"fall"
"19513",19513,20171122,1,1320.12,1344.96,279,0,0,"수",1,NA,"fall"
"19514",19514,20171122,2,1233,1264.32,252.36,0,0,"수",1,NA,"fall"
"19515",19515,20171122,3,1148.04,1195.2,224.28,0,0,"수",1,NA,"fall"
"19516",19516,20171122,4,1107,1153.44,213.84,0,0,"수",1,NA,"fall"
"19517",19517,20171122,5,1021.32,1042.56,158.04,0,0,"수",1,NA,"fall"
"19518",19518,20171122,6,1116.36,1221.12,205.92,0,0,"수",1,NA,"fall"
"19519",19519,20171122,7,1222.92,1275.84,234,0,0,"수",1,NA,"fall"
"19520",19520,20171122,8,1343.52,1416.96,263.16,0,0,"수",1,NA,"fall"
"19521",19521,20171122,9,1617.48,1674.72,369.36,0,0,"수",1,NA,"fall"
"19522",19522,20171122,10,1607.4,1658.88,316.08,0,98.12,"수",1,NA,"fall"
"19523",19523,20171122,11,1639.8,1668.96,274.32,0,98.63,"수",1,NA,"fall"
"19524",19524,20171122,12,1692,1771.2,300.96,0,98.45,"수",1,NA,"fall"
"19525",19525,20171122,13,1597.68,1684.8,284.4,0,98.45,"수",1,NA,"fall"
"19526",19526,20171122,14,1651.32,1716.48,307.8,0,98.31,"수",1,NA,"fall"
"19527",19527,20171122,15,1585.8,1601.28,263.88,0,98.64,"수",1,NA,"fall"
"19528",19528,20171122,16,1647.36,1689.12,299.88,0,98.38,"수",1,NA,"fall"
"19529",19529,20171122,17,1629.72,1643.04,301.32,0,98.33,"수",1,NA,"fall"
"19530",19530,20171122,18,1650.24,1680.48,298.08,0,98.41,"수",1,NA,"fall"
"19531",19531,20171122,19,1569.96,1618.56,262.44,0,98.63,"수",1,NA,"fall"
"19532",19532,20171122,20,1573.92,1615.68,277.92,0,98.48,"수",1,NA,"fall"
"19533",19533,20171122,21,1601.28,1640.16,265.32,0,98.65,"수",1,NA,"fall"
"19534",19534,20171122,22,1514.52,1548,243,0,98.74,"수",1,NA,"fall"
"19535",19535,20171122,23,1421.64,1461.6,277.56,0,98.15,"수",1,NA,"fall"
"19536",19536,20171122,24,1401.48,1412.64,286.56,0,0,"수",1,NA,"fall"
"19537",19537,20171123,1,1337.76,1357.92,279.72,0,0,"목",1,NA,"fall"
"19538",19538,20171123,2,1241.64,1283.04,260.28,0,0,"목",1,NA,"fall"
"19539",19539,20171123,3,1167.12,1205.28,231.84,0,0,"목",1,NA,"fall"
"19540",19540,20171123,4,1120.32,1131.84,213.48,0,0,"목",1,NA,"fall"
"19541",19541,20171123,5,1068.12,1127.52,186.12,0,0,"목",1,NA,"fall"
"19542",19542,20171123,6,1086.48,1131.84,175.68,0,0,"목",1,NA,"fall"
"19543",19543,20171123,7,1287.36,1326.24,242.28,0,0,"목",1,NA,"fall"
"19544",19544,20171123,8,1361.16,1470.24,256.32,0,0,"목",1,NA,"fall"
"19545",19545,20171123,9,1604.16,1628.64,371.52,0,0,"목",1,NA,"fall"
"19546",19546,20171123,10,1563.48,1658.88,302.76,0,98.18,"목",1,NA,"fall"
"19547",19547,20171123,11,1669.68,1697.76,320.4,0,98.21,"목",1,NA,"fall"
"19548",19548,20171123,12,1655.28,1700.64,306.72,0,98.33,"목",1,NA,"fall"
"19549",19549,20171123,13,1591.92,1641.6,316.8,0,98.08,"목",1,NA,"fall"
"19550",19550,20171123,14,1613.52,1630.08,303.48,0,98.28,"목",1,NA,"fall"
"19551",19551,20171123,15,1537.2,1581.12,266.4,0,98.53,"목",1,NA,"fall"
"19552",19552,20171123,16,1605.96,1690.56,295.56,0,98.35,"목",1,NA,"fall"
"19553",19553,20171123,17,1514.88,1532.16,243.36,0,98.73,"목",1,NA,"fall"
"19554",19554,20171123,18,1662.12,1703.52,354.6,0,97.8,"목",1,NA,"fall"
"19555",19555,20171123,19,1611,1667.52,297,0,98.34,"목",1,NA,"fall"
"19556",19556,20171123,20,1590.12,1618.56,267.48,0,98.61,"목",1,NA,"fall"
"19557",19557,20171123,21,1549.8,1562.4,236.88,0,98.85,"목",1,NA,"fall"
"19558",19558,20171123,22,1457.64,1488.96,219.6,0,98.88,"목",1,NA,"fall"
"19559",19559,20171123,23,1402.56,1435.68,262.08,0,98.3,"목",1,NA,"fall"
"19560",19560,20171123,24,1391.4,1411.2,274.68,0,0,"목",1,NA,"fall"
"19561",19561,20171124,1,1367.64,1376.64,286.56,0,0,"금",1,NA,"fall"
"19562",19562,20171124,2,1287,1298.88,263.16,0,0,"금",1,NA,"fall"
"19563",19563,20171124,3,1199.52,1249.92,223.92,0,0,"금",1,NA,"fall"
"19564",19564,20171124,4,1202.04,1229.76,242.64,0,0,"금",1,NA,"fall"
"19565",19565,20171124,5,1087.2,1140.48,197.28,0,0,"금",1,NA,"fall"
"19566",19566,20171124,6,1113.12,1179.36,194.04,0,0,"금",1,NA,"fall"
"19567",19567,20171124,7,1278,1310.4,233.28,0,0,"금",1,NA,"fall"
"19568",19568,20171124,8,1361.88,1422.72,277.92,0,0,"금",1,NA,"fall"
"19569",19569,20171124,9,1522.44,1582.56,308.88,0,0,"금",1,NA,"fall"
"19570",19570,20171124,10,1637.64,1661.76,337.32,0,97.94,"금",1,NA,"fall"
"19571",19571,20171124,11,1742.76,1769.76,334.08,0,98.21,"금",1,NA,"fall"
"19572",19572,20171124,12,1737.72,1749.6,331.2,0,98.23,"금",1,NA,"fall"
"19573",19573,20171124,13,1709.64,1736.64,370.8,0,97.73,"금",1,NA,"fall"
"19574",19574,20171124,14,1676.52,1706.4,326.16,0,98.16,"금",1,NA,"fall"
"19575",19575,20171124,15,1677.96,1692,348.48,0,97.91,"금",1,NA,"fall"
"19576",19576,20171124,16,1688.4,1781.28,327.96,0,98.17,"금",1,NA,"fall"
"19577",19577,20171124,17,1622.88,1628.64,279.72,0,98.55,"금",1,NA,"fall"
"19578",19578,20171124,18,1680.48,1704.96,312.48,0,98.31,"금",1,NA,"fall"
"19579",19579,20171124,19,1611.72,1653.12,264.24,0,98.68,"금",1,NA,"fall"
"19580",19580,20171124,20,1528.92,1545.12,225.72,0,98.93,"금",1,NA,"fall"
"19581",19581,20171124,21,1480.68,1504.8,213.12,0,98.98,"금",1,NA,"fall"
"19582",19582,20171124,22,1522.44,1591.2,287.28,0,98.27,"금",1,NA,"fall"
"19583",19583,20171124,23,1379.16,1460.16,268.92,0,98.15,"금",1,NA,"fall"
"19584",19584,20171124,24,1333.08,1370.88,268.2,0,0,"금",1,NA,"fall"
"19585",19585,20171125,1,1319.04,1344.96,287.28,0,0,"토",1,NA,"fall"
"19586",19586,20171125,2,1263.6,1304.64,278.28,0,0,"토",1,NA,"fall"
"19587",19587,20171125,3,1136.16,1173.6,212.04,0,0,"토",1,NA,"fall"
"19588",19588,20171125,4,1124.28,1146.24,224.64,0,0,"토",1,NA,"fall"
"19589",19589,20171125,5,1096.92,1166.4,205.56,0,0,"토",1,NA,"fall"
"19590",19590,20171125,6,1086.12,1113.12,192.6,0,0,"토",1,NA,"fall"
"19591",19591,20171125,7,1195.2,1248.48,222.12,0,0,"토",1,NA,"fall"
"19592",19592,20171125,8,1323.72,1463.04,267.12,0,0,"토",1,NA,"fall"
"19593",19593,20171125,9,1501.92,1582.56,373.32,0,0,"토",1,NA,"fall"
"19594",19594,20171125,10,1398.6,1458.72,313.2,0,97.58,"토",1,NA,"fall"
"19595",19595,20171125,11,1495.8,1533.6,337.68,0,97.55,"토",1,NA,"fall"
"19596",19596,20171125,12,1456.56,1530.72,290.88,0,98.06,"토",1,NA,"fall"
"19597",19597,20171125,13,1521,1605.6,345.6,0,97.51,"토",1,NA,"fall"
"19598",19598,20171125,14,1483.56,1568.16,312.84,0,97.85,"토",1,NA,"fall"
"19599",19599,20171125,15,1419.12,1493.28,302.76,0,97.8,"토",1,NA,"fall"
"19600",19600,20171125,16,1342.8,1369.44,250.2,0,98.31,"토",1,NA,"fall"
"19601",19601,20171125,17,1303.56,1382.4,225,0,98.54,"토",1,NA,"fall"
"19602",19602,20171125,18,1426.68,1480.32,273.24,0,98.21,"토",1,NA,"fall"
"19603",19603,20171125,19,1384.92,1411.2,233.28,0,98.61,"토",1,NA,"fall"
"19604",19604,20171125,20,1337.76,1380.96,232.56,0,98.52,"토",1,NA,"fall"
"19605",19605,20171125,21,1331.28,1370.88,225,0,98.6,"토",1,NA,"fall"
"19606",19606,20171125,22,1306.8,1321.92,226.08,0,98.54,"토",1,NA,"fall"
"19607",19607,20171125,23,1250.64,1296,225,0,98.42,"토",1,NA,"fall"
"19608",19608,20171125,24,1215.72,1228.32,205.56,0,0,"토",1,NA,"fall"
"19609",19609,20171126,1,1220.04,1228.32,247.32,0,0,"일",1,NA,"fall"
"19610",19610,20171126,2,1168.92,1200.96,228.96,0,0,"일",1,NA,"fall"
"19611",19611,20171126,3,1066.68,1100.16,195.12,0,0,"일",1,NA,"fall"
"19612",19612,20171126,4,1029.24,1035.36,185.04,0,0,"일",1,NA,"fall"
"19613",19613,20171126,5,1003.32,1016.64,175.32,0,0,"일",1,NA,"fall"
"19614",19614,20171126,6,995.76,1015.2,176.4,0,0,"일",1,NA,"fall"
"19615",19615,20171126,7,1024.92,1054.08,182.88,0,0,"일",1,NA,"fall"
"19616",19616,20171126,8,1080.36,1143.36,196.56,0,0,"일",1,NA,"fall"
"19617",19617,20171126,9,1220.76,1245.6,277.92,0,0,"일",1,NA,"fall"
"19618",19618,20171126,10,1215.36,1226.88,276.48,0,97.51,"일",1,NA,"fall"
"19619",19619,20171126,11,1276.92,1313.28,289.08,0,97.53,"일",1,NA,"fall"
"19620",19620,20171126,12,1262.16,1293.12,272.52,0,97.75,"일",1,NA,"fall"
"19621",19621,20171126,13,1296.72,1308.96,303.84,0,97.36,"일",1,NA,"fall"
"19622",19622,20171126,14,1347.12,1404,312.84,0,97.41,"일",1,NA,"fall"
"19623",19623,20171126,15,1346.4,1372.32,299.52,0,97.61,"일",1,NA,"fall"
"19624",19624,20171126,16,1276.92,1297.44,253.08,0,98.09,"일",1,NA,"fall"
"19625",19625,20171126,17,1333.08,1378.08,288,0,97.74,"일",1,NA,"fall"
"19626",19626,20171126,18,1408.68,1493.28,262.8,0,98.3,"일",1,NA,"fall"
"19627",19627,20171126,19,1493.64,1527.84,274.32,0,98.35,"일",1,NA,"fall"
"19628",19628,20171126,20,1507.68,1530.72,271.8,0,98.41,"일",1,NA,"fall"
"19629",19629,20171126,21,1479.24,1530.72,258.12,0,98.51,"일",1,NA,"fall"
"19630",19630,20171126,22,1390.68,1437.12,230.4,0,98.66,"일",1,NA,"fall"
"19631",19631,20171126,23,1395.36,1408.32,260.28,0,98.3,"일",1,NA,"fall"
"19632",19632,20171126,24,1391.4,1402.56,265.68,0,0,"일",1,NA,"fall"
"19633",19633,20171127,1,1326.6,1362.24,270.36,0,0,"월",1,NA,"fall"
"19634",19634,20171127,2,1249.92,1271.52,268.2,0,0,"월",1,NA,"fall"
"19635",19635,20171127,3,1187.64,1211.04,242.64,0,0,"월",1,NA,"fall"
"19636",19636,20171127,4,1122.84,1134.72,218.16,0,0,"월",1,NA,"fall"
"19637",19637,20171127,5,1110.24,1141.92,208.44,0,0,"월",1,NA,"fall"
"19638",19638,20171127,6,1119.96,1169.28,201.6,0,0,"월",1,NA,"fall"
"19639",19639,20171127,7,1321.92,1333.44,265.68,0,0,"월",1,NA,"fall"
"19640",19640,20171127,8,1394.28,1437.12,290.88,0,0,"월",1,NA,"fall"
"19641",19641,20171127,9,1569.24,1666.08,345.6,0,0,"월",1,NA,"fall"
"19642",19642,20171127,10,1648.08,1657.44,329.4,0,98.06,"월",1,NA,"fall"
"19643",19643,20171127,11,1724.4,1808.64,314.28,0,98.38,"월",1,NA,"fall"
"19644",19644,20171127,12,1746.36,1807.2,325.44,0,98.31,"월",1,NA,"fall"
"19645",19645,20171127,13,1678.68,1704.96,327.24,0,98.15,"월",1,NA,"fall"
"19646",19646,20171127,14,1662.84,1700.64,312.84,0,98.28,"월",1,NA,"fall"
"19647",19647,20171127,15,1630.8,1645.92,292.32,0,98.43,"월",1,NA,"fall"
"19648",19648,20171127,16,1553.04,1602.72,235.8,0,98.87,"월",1,NA,"fall"
"19649",19649,20171127,17,1564.2,1618.56,268.92,0,98.55,"월",1,NA,"fall"
"19650",19650,20171127,18,1649.52,1706.4,259.56,0,98.78,"월",1,NA,"fall"
"19651",19651,20171127,19,1605.6,1696.32,255.24,0,98.76,"월",1,NA,"fall"
"19652",19652,20171127,20,1643.04,1676.16,309.96,0,98.27,"월",1,NA,"fall"
"19653",19653,20171127,21,1592.28,1634.4,248.04,0,98.81,"월",1,NA,"fall"
"19654",19654,20171127,22,1544.76,1594.08,250.2,0,98.71,"월",1,NA,"fall"
"19655",19655,20171127,23,1386.36,1429.92,260.28,0,98.28,"월",1,NA,"fall"
"19656",19656,20171127,24,1337.76,1349.28,252.36,0,0,"월",1,NA,"fall"
"19657",19657,20171128,1,1289.88,1344.96,254.88,0,0,"화",1,NA,"fall"
"19658",19658,20171128,2,1217.52,1235.52,248.4,0,0,"화",1,NA,"fall"
"19659",19659,20171128,3,1133.28,1154.88,205.56,0,0,"화",1,NA,"fall"
"19660",19660,20171128,4,1112.04,1130.4,215.64,0,0,"화",1,NA,"fall"
"19661",19661,20171128,5,1042.56,1103.04,170.28,0,0,"화",1,NA,"fall"
"19662",19662,20171128,6,1069.56,1104.48,175.32,0,0,"화",1,NA,"fall"
"19663",19663,20171128,7,1236.24,1264.32,213.48,0,0,"화",1,NA,"fall"
"19664",19664,20171128,8,1357.2,1470.24,256.68,0,0,"화",1,NA,"fall"
"19665",19665,20171128,9,1581.12,1609.92,339.84,0,0,"화",1,NA,"fall"
"19666",19666,20171128,10,1565.64,1608.48,275.76,0,98.48,"화",1,NA,"fall"
"19667",19667,20171128,11,1690.92,1762.56,317.88,0,98.28,"화",1,NA,"fall"
"19668",19668,20171128,12,1675.44,1720.8,299.88,0,98.44,"화",1,NA,"fall"
"19669",19669,20171128,13,1598.76,1628.64,308.16,0,98.19,"화",1,NA,"fall"
"19670",19670,20171128,14,1573.92,1596.96,276.84,0,98.49,"화",1,NA,"fall"
"19671",19671,20171128,15,1512.72,1517.76,228.6,0,98.88,"화",1,NA,"fall"
"19672",19672,20171128,16,1627.2,1666.08,280.44,0,98.55,"화",1,NA,"fall"
"19673",19673,20171128,17,1639.8,1661.76,254.88,0,98.81,"화",1,NA,"fall"
"19674",19674,20171128,18,1748.52,1807.2,317.52,0,98.39,"화",1,NA,"fall"
"19675",19675,20171128,19,1648.08,1723.68,249.48,0,98.87,"화",1,NA,"fall"
"19676",19676,20171128,20,1611.72,1673.28,262.44,0,98.7,"화",1,NA,"fall"
"19677",19677,20171128,21,1577.88,1612.8,234.72,0,98.91,"화",1,NA,"fall"
"19678",19678,20171128,22,1513.44,1558.08,228.24,0,98.88,"화",1,NA,"fall"
"19679",19679,20171128,23,1402.2,1412.64,240.12,0,98.57,"화",1,NA,"fall"
"19680",19680,20171128,24,1385.28,1399.68,259.92,0,0,"화",1,NA,"fall"
"19681",19681,20171129,1,1324.44,1333.44,251.64,0,0,"수",1,NA,"fall"
"19682",19682,20171129,2,1219.68,1284.48,241.56,0,0,"수",1,NA,"fall"
"19683",19683,20171129,3,1105.56,1121.76,191.52,0,0,"수",1,NA,"fall"
"19684",19684,20171129,4,1103.04,1133.28,216,0,0,"수",1,NA,"fall"
"19685",19685,20171129,5,1014.84,1046.88,153.72,0,0,"수",1,NA,"fall"
"19686",19686,20171129,6,1046.52,1110.24,163.44,0,0,"수",1,NA,"fall"
"19687",19687,20171129,7,1176.12,1221.12,209.52,0,0,"수",1,NA,"fall"
"19688",19688,20171129,8,1302.48,1355.04,279.72,0,0,"수",1,NA,"fall"
"19689",19689,20171129,9,1529.28,1556.64,357.48,0,0,"수",1,NA,"fall"
"19690",19690,20171129,10,1551.96,1579.68,312.84,0,98.03,"수",1,NA,"fall"
"19691",19691,20171129,11,1632.6,1681.92,312.12,0,98.22,"수",1,NA,"fall"
"19692",19692,20171129,12,1668.96,1699.2,342.72,0,97.96,"수",1,NA,"fall"
"19693",19693,20171129,13,1196.64,1609.92,249.84,0,97.89,"수",1,NA,"fall"
"19694",19694,20171129,14,1328.76,1632.96,270.72,0,97.99,"수",1,NA,"fall"
"19695",19695,20171129,15,1552.68,1571.04,295.2,0,98.24,"수",1,NA,"fall"
"19696",19696,20171129,16,1530.36,1560.96,264.96,0,98.53,"수",1,NA,"fall"
"19697",19697,20171129,17,1563.12,1584,279.36,0,98.44,"수",1,NA,"fall"
"19698",19698,20171129,18,1633.68,1706.4,298.8,0,98.37,"수",1,NA,"fall"
"19699",19699,20171129,19,1557,1592.64,246.6,0,98.77,"수",1,NA,"fall"
"19700",19700,20171129,20,1585.44,1614.24,270,0,98.58,"수",1,NA,"fall"
"19701",19701,20171129,21,1558.08,1565.28,281.52,0,98.41,"수",1,NA,"fall"
"19702",19702,20171129,22,1510.92,1516.32,292.32,0,98.18,"수",1,NA,"fall"
"19703",19703,20171129,23,1385.28,1416.96,259.56,0,98.29,"수",1,NA,"fall"
"19704",19704,20171129,24,1349.64,1357.92,268.92,0,0,"수",1,NA,"fall"
"19705",19705,20171130,1,1317.96,1347.84,279.36,0,0,"목",1,NA,"fall"
"19706",19706,20171130,2,1247.4,1261.44,255.96,0,0,"목",1,NA,"fall"
"19707",19707,20171130,3,1210.32,1219.68,253.08,0,0,"목",1,NA,"fall"
"19708",19708,20171130,4,1109.16,1133.28,204.84,0,0,"목",1,NA,"fall"
"19709",19709,20171130,5,1092.96,1118.88,207.36,0,0,"목",1,NA,"fall"
"19710",19710,20171130,6,1146.24,1224,204.12,0,0,"목",1,NA,"fall"
"19711",19711,20171130,7,1276.2,1300.32,221.04,0,0,"목",1,NA,"fall"
"19712",19712,20171130,8,1368.72,1442.88,279.72,0,0,"목",1,NA,"fall"
